Age,Club,Cond,Current Race Name,Dist,First,G ID,Grp,MeetDate,Prize$$,Registered Race Name,SECOND,Second,Sex,State,THIRD,Third,Unnamed: 11,Venue,WINNER
3-Y-O,ATC,Qlty,DULCIFY 3YO QUALITY HCP,1600,,570,4,2016-10-01,100000,DULCIFY QUALITY HCP,,,O,NSW,,,,RAND,
4YO&Up,MVRC,WFA,W H STOCKS STAKES,1600,,599,2,2016-09-30,200000,W H STOCKS STAKES,,,M,VIC,,,,M V,
3-Y-O,MVRC,SW,BILL STUTT STAKES,1600,,369,2,2016-09-30,200000,MOONEE VALLEY STAKES,,,O,VIC,,,,M V,
O,MVRC,WFA,A.J. MOIR STAKES,1000,,363,1,2016-09-30,500000,A.J. MOIR STAKES,,,O,VIC,,,,M V,
O,MVRC,Qlty,JRA CUP,2040,,641,3,2016-09-30,200000,JRA CUP,,,O,VIC,,,,M V,
3YO&Up,KALG-BOU RC,Qlty,KALGOORLIE CUP,2300,,319,4,2016-09-25,130000,KALGOORLIE CUP,,,O,WA,,,,KALG,
3-Y-O,ATC,Qlty,REGINALD ALLEN QLTY HCP,1400,,427,4,2016-09-24,100000,REGINALD ALLEN QUALITY,,,F,NSW,,,,RHIL,
3YO&Up,MRC,WFA,UNDERWOOD STAKES,1800,,521,1,2016-09-24,500000,UNDERWOOD STAKES,,,O,VIC,,,,CAUL,
O,MRC,Hcp,HARRY WHITE CLASSIC,2400,,743,4,2016-09-24,120000,R M ANSETT CLASSIC,,,O,VIC,,,,CAUL,
O,MRC,Hcp,SIR RUPERT CLARKE STAKES,1400,,348,1,2016-09-24,500000,INVITATION STAKES,,,O,VIC,,,,CAUL,
3YO&Up,ATC,Qlty,SHANNON STAKES,1500,,454,2,2016-09-24,175000,SHANNON STAKES,,,O,NSW,,,,RHIL,
3-Y-O,MRC,SWP,SCHWEPPES THOUSAND GUINEAS PRELUDE,1400,,300,2,2016-09-24,200000,TRANQUIL STAR STAKES,,,F,VIC,,,,CAUL,
3-Y-O,ATC,SW,STAN FOX STAKES,1500,,479,2,2016-09-24,200000,STAN FOX STAKES,,,O,NSW,,,,RHIL,
3YO&Up,ATC,SWP,GOLDEN PENDANT,1400,,653,2,2016-09-24,400000,GOLDEN PENDANT,,,F&M,NSW,,,,RHIL,
3-Y-O,MRC,SWP,BECK CAULFIELD GUINEAS PRELUDE,1400,,458,3,2016-09-24,175000,CAULFIELD GUINEAS PRELUDE,,,C&G,VIC,,,,CAUL,
3-Y-O,ATC,SW,GLOAMING STAKES,1800,,281,3,2016-09-24,200000,GLOAMING STAKES,,,O,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,COLIN STEPHEN QUALITY,2400,,209,3,2016-09-24,125000,COLIN STEPHEN QLTY HCP,,,O,NSW,,,,RHIL,
3-Y-O,MVRC,SW,CHAMPAGNE STAKES,1200,,525,3,2016-09-23,150000,MV CHAMPAGNE STAKES,,,F,VIC,,,,M V,
3YO&Up,KALG-BOU RC,Qlty,HANNAN'S HANDICAP,1400,,296,4,2016-09-22,120000,HANNANS HANDICAP,,,O,WA,,,,KALG,
3YO&Up,KALG-BOU RC,Qlty,BOULDER CUP,2100,,609,4,2016-09-18,100000,BOULDER CUP,,,O,WA,,,,KALG,
O,SAJC,Qlty,W H WYLIE HANDICAP,1100,,550,4,2016-09-17,100000,W H WYLIE HANDICAP,,,O,SA,,,,MORP,
O,MRC,Hcp,TESTA ROSSA STAKES,1200,,721,4,2016-09-17,120000,TESTA ROSSA STAKES,,,O,VIC,,,,CAUL,
3YO&Up,ATC,WFA,GEORGE MAIN STAKES,1600,,276,1,2016-09-17,500000,GEORGE MAIN STAKES,,,O,NSW,,,,RAND,
4YO&Up,MRC,SWP,HOW NOW STAKES,1200,,656,3,2016-09-17,150000,HOW NOW STAKES,,,M,VIC,,,,CAUL,
O,SAJC,SWP,TOKYO CITY CUP,1800,,508,4,2016-09-17,100000,TOKYO CITY CUP,,,O,SA,,,,MORP,
3YO&Up,ATC,Qlty,BILL RITCHIE HANDICAP,1400,,582,3,2016-09-17,125000,BILL RITCHIE HANDICAP,,,O,NSW,,,,RAND,
O,MRC,Qlty,NATURALISM STAKES,2000,,440,3,2016-09-17,150000,NATURALISM STAKES,,,O,VIC,,,,CAUL,
3-Y-O,ATC,SW,TEA ROSE STAKES,1400,,506,2,2016-09-17,175000,TEA ROSE STAKES,,,F,NSW,,,,RAND,
3YO&Up,ATC,SWP,THE SHORTS,1100,,457,2,2016-09-17,200000,THE SHORTS,,,O,NSW,,,,RAND,
3YO&Up,ATC,WFA,HILL STAKES,2000,,308,2,2016-09-17,200000,HILL STAKES,,,O,NSW,,,,RAND,
3-Y-O,ATC,SWP,HERITAGE STAKES,1100,,464,4,2016-09-17,100000,HERITAGE STAKES,,,O,NSW,,,,RAND,
O,NEWCASTLE JC,SWP,TIBBIE STAKES,1400,,672,3,2016-09-16,125000,TIBBIE PLATE,,,F&M,NSW,,,,NCLE,
3-Y-O,NEWCASTLE JC,SW,SPRING STAKES,1600,,473,3,2016-09-16,125000,NJC 3YO SPRING STAKES,,,O,NSW,,,,NCLE,
O,NEWCASTLE JC,Hcp,NEWCASTLE CUP,2300,,381,3,2016-09-16,175000,NEWCASTLE GOLD CUP,,,O,NSW,,,,NCLE,
O,NEWCASTLE JC,Hcp,CAMERON HCP,1500,,160,3,2016-09-16,150000,CAMERON HANDICAP,,,O,NSW,,,,NCLE,
3-Y-O,ATC,SW,GOLDEN ROSE STAKES,1400,,670,1,2016-09-10,1000000,GOLDEN ROSE STAKES,,,O,NSW,,,,RHIL,
4YO&Up,VRC,Qlty,BOBBIE LEWIS QUALITY,1200,,150,2,2016-09-10,200000,BOBBIE LEWIS QUALITY,,,O,VIC,,,,FLEM,
3-Y-O,VRC,SWP,DANEHILL STAKES,1200,,145,2,2016-09-10,200000,DANEHILL STAKES,,,O,VIC,,,,FLEM,
4YO&Up,VRC,HCP,TONTONAN STAKES,1400,,933,4,2016-09-10,120000,TONTONAN STAKES,,,O,VIC,,,,FLEM,
3-Y-O,VRC,SWP,CAP D'ANTIBES STAKES,1100,,739,4,2016-09-10,120000,CAP D'ANTIBES STAKES,,,F,VIC,,,,FLEM,
3-Y-O,VRC,SWP,EXFORD PLATE,1400,,720,4,2016-09-10,120000,EXFORD PLATE,,,O,VIC,,,,FLEM,
3-Y-O,SAJC,SW,LINDSAY PARK GUINEAS,1600,,373,4,2016-09-10,100000,MORPHETTVILLE GUINEAS,,,F,SA,,,,MORP,
3YO&Up,WATC,Qlty,FARNLEY STAKES,1400,,257,4,2016-09-10,100000,FARNLEY STKS,,,O,WA,,,,BLMT,
3YO&Up,ATC,Qlty,THEO MARKS STAKES,1300,,507,2,2016-09-10,200000,THEO MARKS STAKES,,,O,NSW,,,,RHIL,
O,VRC,WFA,MAKYBE DIVA STAKES,1600,,214,1,2016-09-10,500000,MAKYBE DIVA STAKES,,,O,VIC,,,,FLEM,
3YO&Up,ATC,SWP,SHERACO STAKES,1200,,663,3,2016-09-10,125000,SHERACO STAKES,,,F&M,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,KINGSTON TOWN STAKES,2000,,324,3,2016-09-10,125000,KINGSTON TOWN STAKES,,,O,NSW,,,,RHIL,
4YO&Up,VRC,SWP,LET'S ELOPE STAKES,1400,,360,2,2016-09-10,200000,MILADY STAKES,,,M,VIC,,,,FLEM,
3YO&Up,TATTERSALLS (NSW),SWP,CONCORDE STAKES,1000,,588,3,2016-09-03,125000,CONCORDE STAKES,,,O,NSW,,,,RAND,
3-Y-O,TATTERSALLS (NSW),Qlty,MING DYNASTY QUALITY HCP,1400,,166,3,2016-09-03,125000,MING DYNASTY QUALITY HCP,,,O,NSW,,,,RAND,
3YO&Up,TATTERSALLS (NSW),WFA,CHELMSFORD STAKES,1600,,192,2,2016-09-03,250000,CHELMSFORD STAKES,,,O,NSW,,,,RAND,
O,MVRC,WFA,DATO' TAN CHIN NAM STAKES,1600,,258,2,2016-09-03,250000,JOHN F FEEHAN STAKES,,,O,VIC,,,,M V,
O,MVRC,WFA,MCEWEN STAKES,1000,,651,2,2016-09-03,200000,IAN McEWEN TROPHY,,,O,VIC,,,,M V,
3YO&Up,TATTERSALLS (NSW),SWP,TRAMWAY HCP,1400,,517,2,2016-09-03,175000,TRAMWAY HANDICAP,,,O,NSW,,,,RAND,
3-Y-O,TATTERSALLS (NSW),SW,FURIOUS STAKES,1200,,270,2,2016-09-03,175000,FURIOUS STAKES,,,F,NSW,,,,RAND,
3-Y-O,MVRC,SWP,ATLANTIC JEWEL STAKES,1200,,980,4,2016-09-03,120000,ATLANTIC JEWEL STAKES,,,F,VIC,,,,MV,
O,MVRC,HCP,CHANDLER MACLEOD STAKES,1200,,934,4,2016-09-03,120000,CHANDLER MACLEOD STAKES,,,O,VIC,,,,M V,
O,WYONG RC,SWP,MONA LISA STAKES,1350,,671,4,2016-09-02,100000,MONA LISA STAKES,,,F&M,NSW,,,,WYNG,
O,WYONG RC,Qlty,WYONG GOLD CUP,2100,,595,4,2016-09-02,150000,WYONG GOLD CUP,,,O,NSW,,,,WYNG,
O,BALAKLAVA RC,Qlty,BALAKLAVA CUP,1600,,568,4,2016-08-31,100000,BALAKLAVA CUP,,,O,SA,,,,BKVA,
3-Y-O,MRC,SWP,HDF MCNEIL STAKES,1200,,597,3,2016-08-27,150000,H.D.F. McNEIL STAKES,,,O,VIC,,,,CAUL,
4YO&Up,MRC,SWP,W W COCKRAM STAKES,1200,,605,3,2016-08-27,150000,W W COCKRAM STAKES,,,M,VIC,,,,CAUL,
O,MRC,SWP,THE HEATH 1100,1100,,694,3,2016-08-27,150000,THE HEATH 1100,,,O,VIC,,,,CAUL,
3YO&Up,MRC,WFA,MEMSIE STAKES,1400,,353,1,2016-08-27,500000,MEMSIE STAKES,,,O,VIC,,,,CAUL,
3-Y-O,ATC,SWP,THE RUN TO THE ROSE,1200,,704,2,2016-08-27,175000,THE RUN TO THE ROSE,,,O,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,PREMIER'S CUP,1800,,434,4,2016-08-27,100000,PREMIER'S CUP,,,O,NSW,,,,RHIL,
O,MRC,Hcp,HEATHERLIE HANDICAP,1700,,301,4,2016-08-27,120000,HEATHERLIE HANDICAP,,,O,VIC,,,,CAUL,
3YO&Up,WATC,WFA,IDYLLIC PRINCE STAKES,1300,,591,4,2016-08-27,100000,WATC GOODWOOD SPRINT,,,O,WA,,,,BLMT,
3YO&Up,ATC,WFA,WARWICK STAKES,1400,,534,2,2016-08-20,250000,WARWICK STAKES,,,O,NSW,,,,RAND,
3-Y-O,ATC,Qlty,UP AND COMING STAKES,1300,,523,3,2016-08-20,125000,UP AND COMING STAKES,,,O,NSW,,,,RAND,
3YO&Up,ATC,Qlty,SHOW COUNTY QUALITY HCP,1200,,611,3,2016-08-20,125000,SHOW COUNTY QUALITY,,,O,NSW,,,,RAND,
3YO&Up,ATC,Qlty,TOY SHOW F-&-M QLTY HCP,1300,,626,3,2016-08-20,125000,TOY SHOW QUALITY,,,F&M,NSW,,,,RAND,
O,SAJC,WFA,PENNY EDITION STAKES,1400,,249,4,2016-08-20,100000,PENNY EDITION STAKES,,,O,SA,,,,MORPP,
3-Y-O,MVRC,SWP,MITCHELL MCKENZIE STAKES,1200,,612,4,2016-08-20,120000,MITCHELL McKENZIE STAKES,,,C&G,VIC,,,,M V,
3-Y-O,ATC,SWP,SILVER SHADOW STAKES,1200,,460,2,2016-08-20,175000,SILVER SHADOW STAKES,,,F,NSW,,,,RAND,
4YO&Up,MVRC,SWP,CARLYON STAKES,1000,,741,4,2016-08-20,120000,SPRING PREVIEW,,,O,VIC,,,,M V,
O,HAWKESBURY RC,Hcp,ROWLEY MILE,1600,,716,4,2016-08-18,100000,ROWLEY MILE,,,O,NSW,,,,HAWK,
3YO&Up,MRC,WFA,P.B.LAWRENCE STAKES,1400,,335,2,2016-08-13,200000,J J LISTON STAKES,,,O,VIC,,,,CAUL,
3YO&Up,WATC,Qlty,BELMONT NEWMARKET,1200,,137,4,2016-08-13,100000,BELMONT NEWMARKET,,,O,WA,,,,BLMT,
3YO&Up,MRC,Hcp,REGAL ROLLER STAKES,1200,,727,4,2016-08-13,120000,REGAL ROLLER STAKES,,,O,VIC,,,,CAUL,
3-Y-O,MRC,SWP,QUEZETTE STAKES,1100,,613,3,2016-08-13,150000,QUEZETTE STAKES,,,F,VIC,,,,CAUL,
3-Y-O,MRC,SWP,VAIN STAKES,1100,,604,3,2016-08-13,150000,VAIN STAKES,,,C&G,VIC,,,,CAUL,
3-Y-O,ATC,SWP,SAN DOMENICO STAKES,1100,,446,3,2016-08-13,125000,SAN DOMENICO STAKES,,,O,NSW,,,,RHIL,
O,VRC,Hcp,AURIE'S STAR HANDICAP,1200,,693,3,2016-08-06,150000,AURIE'S STAR HANDICAP,,,O,VIC,,,,FLEM,
O,SAJC,WFA,DAVID COLES AM SPRING STAKES,1200,,472,3,2016-08-06,120000,SPRING STAKES,,,O,SA,,,,MORP,
3YO&Up,ATC,WFA,MISSILE STAKES,1200,,362,2,2016-08-06,175000,MISSILE STAKES,,,O,NSW,,,,RAND,
3-Y-O,ATC,Qlty,THE ROSEBUD,1200,,726,4,2016-08-06,100000,THE ROSEBUD,,,O,NSW,,,,RAND,
O,MRC,WFA,BLETCHINGLY STAKES,1200,,636,3,2016-07-30,150000,BLETCHINGLY STAKES,,,O,VIC,,,,CAUL,
2YO&Up,WATC,Qlty,H.G. BOLTON SPRINT,1200,,151,4,2016-07-23,100000,H.G. BOLTON SPRINT,,,O,WA,,,,BLMT,
2&3-Y-O,SAJC,SW,LIGHTNING STAKES,1050,,331,4,2016-07-23,100000,SAJC LIGHTNING STAKES,,,O,SA,,,,MORP,
O,TATTS RC QLD,Qlty,TATTERSALL'S MILE,1600,,551,4,2016-07-23,100000,TATTERSALL'S MILE,,,O,QLD,,,,E FM,
3YO&Up,ATC,Qlty,WINTER CUP,2400,,546,4,2016-07-23,100000,STC WINTER CUP,,,O,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,WINTER STAKES,1400,,548,4,2016-07-16,100000,WINTER HANDICAP,,,O,NSW,,,,RHIL,
3-Y-O,WATC,SW,BELMONT CLASSIC,2200,,634,4,2016-07-16,100000,BELMONT CLASSIC,,,O,WA,,,,BLMT,
O,MRC,WFA,SIR JOHN MONASH STAKES,1100,,367,3,2016-07-16,150000,SIR JOHN MONASH STAKES,,,O,VIC,,,,CAUL,
O,CLARENCE RIV JC,Qlty,GRAFTON CUP,2350,,287,4,2016-07-14,150000,GRAFTON CUP,,,O,NSW,,,,GRAF,
O,CLARENCE RIV JC,Qlty,RAMORNIE HANDICAP,1200,,422,4,2016-07-13,130000,RAMORNIE HANDICAP,,,O,NSW,,,,GRAF,
3YO&Up,VRC,Hcp,ALL VICTORIAN SPRINT FINAL,1200,,744,4,2016-07-09,150000,ALL VICTORIAN SPRINT FINAL,,,O,VIC,,,,FLEM,
O,BRC,Qlty,QUEENSLAND CUP,3200,,418,4,2016-07-09,150000,QUEENSLAND CUP,,,O,QLD,,,,E FM,
3YO&Up,VRC,Hcp,VRC WINTER CHAMPIONSHIP,1600,,429,4,2016-07-09,150000,VRC WINTER CHAMPIONSHIP,,,O,VIC,,,,FLEM,
3-Y-O,VRC,SWP,A.R. CRESWICK STAKES,1200,,274,4,2016-07-09,120000,A.R. CRESWICK STAKES,,,O,VIC,,,,FLEM,
2-Y-O,VRC,Hcp,TAJ ROSSI SERIES FINAL,1600,,278,4,2016-07-09,120000,GIBSON CARMICHAEL STAKES,,,O,VIC,,,,FLEM,
2YO&Up,WATC,Qlty,BEAUFINE STAKES,1000,,577,4,2016-07-09,100000,BEAUFINE STKS,,,O,WA,,,,BLMT,
3YO&Up,ATC,Qlty,CIVIC STAKES,1350,,204,4,2016-07-02,100000,CIVIC STAKES,,,O,NSW,,,,RHIL,
O,SUN COAST TC,Qlty,CALOUNDRA CITY CUP,2400,,600,4,2016-07-02,175000,CALOUNDRA CITY CUP,,,O,QLD,,,,SCST,
3-Y-O,SUN COAST TC,SW,SUNSHINE COAST GUINEAS,1600,,708,3,2016-07-02,125000,SUNSHINE COAST GUINEAS,,,O,QLD,,,,SCST,
3-Y-O,WATC,SW,BELMONT OAKS,2000,,138,4,2016-07-02,100000,BELMONT OAKS,,,F,WA,,,,BLMT,
O,SUN COAST TC,Qlty,GLASSHOUSE HANDICAP,1300,,625,4,2016-07-02,175000,GLASSHOUSE HANDICAP,,,O,QLD,,,,SCST,
3YO&Up,WATC,WFA,STRICKLAND STAKES,2000,,486,3,2016-06-25,150000,STRICKLAND STKS,,,O,WA,,,,BLMT,
O,TATTS RC QLD,Qlty,TATTERSALL'S RACING CLUB OPEN,1800,,691,4,2016-06-25,100000,TATTERSALL'S RACING CLUB OPEN,,,O,QLD,,,,E FM,
2-Y-O,TATTS RC QLD,SW,MERCEDES - BENZ STAKES,1400,,658,4,2016-06-25,100000,MERCEDES - BENZ STAKES,,,O,QLD,,,,E FM,
O,TATTS RC QLD,Qlty,W J HEALY STAKES,1200,,299,3,2016-06-25,175000,W J HEALY STAKES,,,O,QLD,,,,E FM,
3YO&Up,TATTS RC QLD,Qlty,TATTERSALL'S CUP,2200,,176,3,2016-06-25,200000,TATTERSALL'S CUP,,,O,QLD,,,,E FM,
O,TATTS RC QLD,WFA,TATTERSALL'S TIARA,1400,,601,1,2016-06-25,500000,TATTERSALL'S TIARA,,,F&M,QLD,,,,E FM,
O,IPSWICH TC,Qlty,GAI WATERHOUSE CLASSIC,1350,,690,4,2016-06-18,100000,GAI WATERHOUSE CLASSIC,,,F&M,QLD,,,,IPSW,
O,IPSWICH TC,Qlty,EYE LINER STAKES,1350,,255,4,2016-06-18,175000,EYE LINER STAKES,,,O,QLD,,,,IPSW,
3YO&Up,IPSWICH TC,Qlty,IPSWICH CUP,2150,,313,4,2016-06-18,175000,IPSWICH CUP,,,O,QLD,,,,IPSW,
3-Y-O,WATC,SW,BELMONT GUINEAS,1600,,136,4,2016-06-18,100000,BELMONT GUINEAS,,,O,WA,,,,BLMT,
O,ATC,Qlty,JUNE STAKES,1100,,318,4,2016-06-11,100000,JUNE STAKES,,,O,NSW,,,,RAND,
3YO&Up,BRC,QLTY,BRISBANE CUP,2400,,36,2,2016-06-11,300000,BRISBANE CUP,,,O,QLD,,,,E FM,
O,BRC,Hcp,STRADBROKE HANDICAP,1400,,34,1,2016-06-11,2000000,STRADBROKE HANDICAP,,,O,QLD,,,,E FM,
2-Y-O,BRC,SW,J.J. ATKINS,1600,,177,1,2016-06-11,600000,J.J. ATKINS,,,O,QLD,,,,E FM,
3-Y-O,BRC,SW,QUEENSLAND DERBY,2400,,33,1,2016-06-11,600000,QUEENSLAND DERBY,,,O,QLD,,,,E FM,
3-Y-O,BRC,SW,QUEENSLAND GUINEAS,1600,,32,2,2016-06-11,400000,QUEENSLAND GUINEAS,,,O,QLD,,,,E FM,
3YO&Up,WATC,WFA,HYPERION STAKES,1600,,312,3,2016-06-11,150000,HYPERION STKS,,,O,WA,,,,BLMT,
O,BRC,SWP,DANE RIPPER STAKES,1400,,669,2,2016-06-11,200000,DANE RIPPER STAKES,,,F&M,QLD,,,,E FM,
2-Y-O,BRC,SW,LANCASTER STAKES,1200,,339,4,2016-06-11,100000,LANCASTER STAKES,,,F,QLD,,,,E FM,
3YO&Up,BRC,SWP,STRAWBERRY ROAD(The Wayne Wilson) HANDICAP,1600,,410,4,2016-06-11,100000,STRAWBERRY ROAD HANDICAP,,,O,QLD,,,,E FM,
3YO&Up,BRC,Qlty,HINKLER HANDICAP,1200,,246,4,2016-06-11,100000,HINKLER HANDICAP,,,O,QLD,,,,E FM,
3YO&Up,BRC,SWP,JUANMO STAKES,1200,,685,4,2016-06-04,100000,JUANMO STAKES,,,F&M,QLD,,,,E FM,
3-Y-O,BRC,SW,QUEENSLAND OAKS,2400,,35,1,2016-06-04,500000,QUEENSLAND OAKS,,,F,QLD,,,,E FM,
O,BRC,Qlty,QTC CUP,1300,,110,2,2016-06-04,175000,QTC CUP,,,O,QLD,,,,E FM,
3-Y-O,BRC,SWP,DAYBREAK LOVER,1400,,689,4,2016-06-04,125000,DAYBREAK LOVER,,,O,QLD,,,,DOOM,
3YO&Up,BRC,WFA,EAGLE FARM CUP,2200,,385,2,2016-06-04,250000,EAGLE FARM CUP,,,O,QLD,,,,E FM,
3YO&Up,BRC,Qlty,BRIGHT SHADOW QUALITY,1200,,683,4,2016-06-04,100000,BRIGHT SHADOW QUALITY,,,F&M,QLD,,,,E FM,
O,BRC,Qlty,LIGHTNING HANDICAP,1000,,483,4,2016-06-04,100000,LIGHTNING HANDICAP,,,O,QLD,,,,E FM,
O,BRC,Qlty,SPEAR CHIEF HANDICAP,1500,,578,4,2016-06-04,100000,SPEAR CHIEF HANDICAP,,,O,QLD,,,,E FM,
2-Y-O,BRC,SW,THE PHOENIX,1400,,419,4,2016-06-04,100000,THE PHOENIX,,,O,QLD,,,,E FM,
2YO&Up,WATC,WFA,BELMONT SPRINT,1400,,140,3,2016-05-28,150000,BELMONT SPRINT,,,O,WA,,,,BLMT,
3-Y-O,BRC,SW,QUEENSLAND DAY STAKES,1200,,707,4,2016-05-28,100000,QUEENSLAND DAY STAKES,,,O,QLD,,,,DOOM,
3YO&Up,BRC,Qlty,PREMIER'S CUP,2200,,408,3,2016-05-28,125000,PREMIER'S CUP,,,O,QLD,,,,DOOM,
3YO&Up,BRC,WFA,LORD MAYOR'S CUP,1600,,171,3,2016-05-28,125000,LORD MAYOR'S CUP,,,O,QLD,,,,DOOM,
3-Y-O,BRC,SW,GRAND PRIX STAKES,2200,,288,3,2016-05-28,150000,GRAND PRIX STAKES,,,O,QLD,,,,DOOM,
O,BRC,SWP,GLENLOGAN PARK STAKES,1350,,435,3,2016-05-28,150000,GLENLOGAN PARK STAKES,,,F&M,QLD,,,,DOOM,
2-Y-O,BRC,SW,BRC SIRES' PRODUCE,1350,,37,2,2016-05-28,250000,BRC SIRES' PRODUCE,,,O,QLD,,,,DOOM,
O,BRC,WFA,"DOOMBEN 10,000",1350,,38,1,2016-05-28,750000,"DOOMBEN 10,000",,,O,QLD,,,,DOOM,
3YO&Up,ATC,Qlty,W J MCKELL CUP,2400,,351,4,2016-05-28,100000,W J MCKELL CUP,,,O,NSW,,,,RAND,
3-Y-O,BRC,SW,FRED BEST CLASSIC,1350,,212,3,2016-05-21,125000,FRED BEST CLASSIC,,,O,QLD,,,,DOOM,
2-Y-O,BRC,SW,HAMPDEN STAKES,1200,,602,4,2016-05-21,100000,HAMPDEN STAKES,,,O,QLD,,,,DOOM,
O,BRC,Qlty,CHIEF DE BEERS QUALITY,1110,,684,4,2016-05-21,100000,CHIEF DE BEERS QUALITY,,,O,QLD,,,,DOOM,
O,SAJC,SWP,R A LEE STAKES,1600,,200,3,2016-05-21,150000,R A LEE STAKES,,,O,SA,,,,MORP,
O,BRC,Qlty,BRC SPRINT,1350,,132,3,2016-05-21,125000,BRC SPRINT,,,O,QLD,,,,DOOM,
3YO&Up,BRC,WFA,DOOMBEN CUP,2000,,39,1,2016-05-21,650000,DOOMBEN CUP,,,O,QLD,,,,DOOM,
O,SAJC,SWP,THE GOODWOOD,1200,,27,1,2016-05-21,500000,SAJC GOODWOOD,,,O,SA,,,,MORP,
3-Y-O,BRC,SW,THE ROSES,2000,,657,2,2016-05-21,175000,THE ROSES,,,F,QLD,,,,DOOM,
3YO&Up,SAJC,SWP,PROUD MISS STAKES,1200,,703,3,2016-05-21,120000,PROUD MISS STAKES,,,F&M,SA,,,,MORP,
2-Y-O,SAJC,SWP,NATIONAL STAKES,1200,,379,3,2016-05-21,120000,NATIONAL STAKES,,,O,SA,,,,MORP,
O,SAJC,SWP,CENTAUREA STAKES,2000,,632,4,2016-05-21,100000,CENTAUREA STAKES,,,F&M,SA,,,,MORP,
O,SAJC,Qlty,PORT ADELAIDE CUP,2500,,30,4,2016-05-21,100000,PORT ADELAIDE CUP,,,O,SA,,,,MORP,
O,VRC,Hcp,ANDREW RAMSDEN STAKES,3200,,237,4,2016-05-21,200000,ANDREW RAMSDEN STAKES,,,O,VIC,,,,FLEM,
O,VRC,Hcp,THE STRAIGHT SIX,1200,,485,4,2016-05-21,120000,THE STRAIGHT SIX,,,O,VIC,,,,FLEM,
3-Y-O,SAJC,SW,SA FILLIES CLASSIC,2500,,443,3,2016-05-21,120000,SA FILLIES CLASSIC,,,F,SA,,,,MORP,
O,BRC,WFA,BTC CUP,1200,,514,1,2016-05-14,500000,BTC CUP,,,O,QLD,,,,DOOM,
O,SCONE RC,Qlty,DARK JEWEL CLASSIC,1400,,652,3,2016-05-14,200000,DARK JEWEL CLASSIC,,,F&M,NSW,,,,SCNE,
O,SCONE RC,Qlty,LUSKIN STAR STAKES,1300,,764,4,2016-05-14,140000,LUSKIN STAR STAKES,,,O,NSW,,,,SCNE,
2-Y-O,SCONE RC,Qlty,WOODLANDS STAKES,1100,,765,4,2016-05-14,140000,WOODLANDS STAKES,,,F,NSW,,,,SCNE,
3-Y-O,SCONE RC,Qlty,DENISE'S JOY STAKES,1100,,766,4,2016-05-14,140000,DENISE'S JOY STAKES,,,F,NSW,,,,SCNE,
O,SCONE RC,Qlty,ORTENSIA STAKES,1100,,738,4,2016-05-14,140000,ORTENSIA STAKES,,,O,NSW,,,,SCNE,
3-Y-O,SCONE RC,SW,INGLIS 3YO GUINEAS,1400,,946,RL,2016-05-14,500000,INGLIS 3YO GUINEAS,,,O,NSW,,,,SCNE,
2-Y-O,BRC,SW,CHAMPAGNE CLASSIC,1200,,206,2,2016-05-14,175000,CHAMPAGNE CLASSIC,,,O,QLD,,,,DOOM,
3YO&Up,BRC,Qlty,CHAIRMAN'S HANDICAP,2000,,183,3,2016-05-14,125000,CHAIRMAN'S HANDICAP,,,O,QLD,,,,DOOM,
3-Y-O,BRC,SW,ROUGH HABIT PLATE,2000,,624,3,2016-05-14,125000,ROUGH HABIT PLATE,,,O,QLD,,,,DOOM,
3YO&Up,BRC,Qlty,MEMBERS' HANDICAP,1600,,622,4,2016-05-14,100000,MEMBERS' HANDICAP,,,O,QLD,,,,DOOM,
3-Y-O,SAJC,SW,SA DERBY,2500,,26,1,2016-05-14,500000,SA DERBY,,,O,SA,,,,MORP,
3-Y-O,SAJC,SW,WILLIAM HILL STAKES,1200,,292,2,2016-05-14,250000,EUCLASE CLASSIC,,,O,SA,,,,MORP,
3-Y-O,SAJC,SW,ADELAIDE GUINEAS,1600,,100,4,2016-05-14,100000,ADELAIDE GUINEAS,,,O,SA,,,,MORP,
2YO&Up,WATC,WFA,ROMA CUP,1200,,432,3,2016-05-14,150000,ROMA CUP,,,O,WA,,,,BLMT,
O,SCONE RC,Qlty,SCONE CUP,1600,,676,4,2016-05-13,200000,SCONE CUP,,,O,NSW,,,,SCNE,
O,GOLD COAST TC,Qlty,PRIME MINISTER'S CUP,1400,,615,4,2016-05-07,100000,PRIME MINISTER'S CUP,,,O,QLD,,,,GCST,
3YO&Up,ATC,Qlty,LORD MAYOR'S CUP,2000,,392,4,2016-05-07,100000,LORD MAYOR'S CUP,,,O,NSW,,,,RHIL,
3YO&Up,GOLD COAST TC,WFA,A D HOLLINDALE STAKES,1800,,436,2,2016-05-07,358000,A D HOLLINDALE STAKES,,,O,QLD,,,,GCST,
3-Y-O,GOLD COAST TC,SW,GOLD COAST GUINEAS,1200,,687,3,2016-05-07,125000,GOLD COAST GUINEAS,,,O,QLD,,,,GCST,
2-Y-O,GOLD COAST TC,SW,KEN RUSSELL MEMORIAL CL,1200,,589,3,2016-05-07,125000,KEN RUSSELL MEMORIAL CL,,,O,QLD,,,,GCST,
