MeetDate,G ID,Grp,State,Club,Venue,Current Race Name,Dist,Prize$$,Age,Sex,Cond,Registered Race Name
19-Aug-17,613,3,VIC,MRC,CAUL,QUEZETTE STAKES,1100,150000,3-Y-O,F,SWP,QUEZETTE STAKES
19-Aug-17,727,4,VIC,MRC,CAUL,REGAL ROLLER STAKES,1200,120000,3YO&Up,O,Hcp,REGAL ROLLER STAKES
26-Aug-17,446,3,NSW,ATC,RHIL,SAN DOMENICO STAKES,1100,125000,3-Y-O,O,SWP,SAN DOMENICO STAKES
26-Aug-17,166,3,NSW,ATC,RHIL,MING DYNASTY QUALITY HCP,1400,125000,3-Y-O,O,Qlty,MING DYNASTY QUALITY HCP
26-Aug-17,434,4,NSW,ATC,RHIL,PREMIER'S CUP,1800,100000,3YO&Up,O,Qlty,PREMIER'S CUP
26-Aug-17,612,4,VIC,MVRC,M V,MITCHELL MCKENZIE STAKES,1200,120000,3-Y-O,C&G,SWP,MITCHELL McKENZIE STAKES
26-Aug-17,741,4,VIC,MVRC,M V,CARLYON STAKES,1000,120000,4YO&Up,O,SWP,SPRING PREVIEW
26-Aug-17,591,4,WA,WATC,BLMT,IDYLLIC PRINCE STAKES,1300,100000,3YO&Up,O,WFA,WATC GOODWOOD SPRINT
01-Sep-17,595,4,NSW,WYONG RC,WYNG,WYONG GOLD CUP,2100,150000,O,O,Qlty,WYONG GOLD CUP
01-Sep-17,671,4,NSW,WYONG RC,WYNG,MONA LISA STAKES,1350,100000,O,F&M,SWP,MONA LISA STAKES
02-Sep-17,192,2,NSW,TATTERSALLS (NSW),RAND,CHELMSFORD STAKES,1600,250000,3YO&Up,O,WFA,CHELMSFORD STAKES
02-Sep-17,270,2,NSW,TATTERSALLS (NSW),RAND,FURIOUS STAKES,1200,175000,3-Y-O,F,SW,FURIOUS STAKES
02-Sep-17,517,2,NSW,TATTERSALLS (NSW),RAND,TRAMWAY HCP,1400,175000,3YO&Up,O,SWP,TRAMWAY HANDICAP
02-Sep-17,588,3,NSW,TATTERSALLS (NSW),RAND,CONCORDE STAKES,1000,125000,3YO&Up,O,SWP,CONCORDE STAKES
02-Sep-17,249,4,SA,SAJC,MORPP,PENNY EDITION STAKES,1400,100000,O,O,WFA,PENNY EDITION STAKES
02-Sep-17,353,1,VIC,MRC,CAUL,MEMSIE STAKES,1400,1000000,3YO&Up,O,WFA,MEMSIE STAKES
02-Sep-17,605,3,VIC,MRC,CAUL,W W COCKRAM STAKES,1200,150000,4YO&Up,M,SWP,W W COCKRAM STAKES
02-Sep-17,597,3,VIC,MRC,CAUL,HDF MCNEIL STAKES,1200,150000,3-Y-O,O,SWP,H.D.F. McNEIL STAKES
02-Sep-17,694,3,VIC,MRC,CAUL,THE HEATH 1100,1100,150000,O,O,SWP,THE HEATH 1100
02-Sep-17,301,4,VIC,MRC,CAUL,HEATHERLIE HANDICAP,1700,120000,O,O,Hcp,HEATHERLIE HANDICAP
09-Sep-17,507,2,NSW,ATC,RHIL,THEO MARKS STAKES,1300,200000,3YO&Up,O,Qlty,THEO MARKS STAKES
09-Sep-17,479,2,NSW,ATC,RHIL,STAN FOX STAKES,1500,200000,3-Y-O,O,SW,STAN FOX STAKES
09-Sep-17,704,2,NSW,ATC,RHIL,THE RUN TO THE ROSE,1200,175000,3-Y-O,O,SWP,THE RUN TO THE ROSE
09-Sep-17,663,3,NSW,ATC,RHIL,SHERACO STAKES,1200,125000,3YO&Up,F&M,SWP,SHERACO STAKES
09-Sep-17,373,4,SA,SAJC,MORP,MORPHETTVILLE GUINEAS,1600,100000,3-Y-O,F,SW,MORPHETTVILLE GUINEAS
09-Sep-17,258,2,VIC,MVRC,M V,DATO' TAN CHIN NAM STAKES,1600,250000,O,O,WFA,JOHN F FEEHAN STAKES
09-Sep-17,651,2,VIC,MVRC,M V,MCEWEN STAKES,1000,200000,O,O,WFA,IAN McEWEN TROPHY
09-Sep-17,934,4,VIC,MVRC,M V,CHANDLER MACLEOD STAKES,1200,120000,O,O,HCP,CHANDLER MACLEOD STAKES
09-Sep-17,980,4,VIC,MVRC,MV,ATLANTIC JEWEL STAKES,1200,120000,3-Y-O,F,SWP,ATLANTIC JEWEL STAKES
09-Sep-17,257,4,WA,WATC,BLMT,FARNLEY STAKES,1400,100000,3YO&Up,O,Qlty,FARNLEY STKS
13-Sep-17,568,4,SA,BALAKLAVA RC,BKVA,BALAKLAVA CUP,1600,100000,O,O,Qlty,BALAKLAVA CUP
15-Sep-17,381,3,NSW,NEWCASTLE JC,NCLE,NEWCASTLE CUP,2300,175000,O,O,Hcp,NEWCASTLE GOLD CUP
15-Sep-17,160,3,NSW,NEWCASTLE JC,NCLE,CAMERON HCP,1500,150000,O,O,Hcp,CAMERON HANDICAP
15-Sep-17,473,3,NSW,NEWCASTLE JC,NCLE,SPRING STAKES,1600,125000,3-Y-O,O,SW,NJC 3YO SPRING STAKES
15-Sep-17,672,3,NSW,NEWCASTLE JC,NCLE,TIBBIE STAKES,1400,125000,O,F&M,SWP,TIBBIE PLATE
16-Sep-17,276,1,NSW,ATC,RAND,GEORGE MAIN STAKES,1600,500000,3YO&Up,O,WFA,GEORGE MAIN STAKES
16-Sep-17,457,2,NSW,ATC,RAND,THE SHORTS,1100,200000,3YO&Up,O,SWP,THE SHORTS
16-Sep-17,506,2,NSW,ATC,RAND,TEA ROSE STAKES,1400,175000,3-Y-O,F,SW,TEA ROSE STAKES
16-Sep-17,324,3,NSW,ATC,RAND,KINGSTON TOWN STAKES,2000,125000,3YO&Up,O,SWP,KINGSTON TOWN STAKES
16-Sep-17,582,3,NSW,ATC,RAND,BILL RITCHIE HANDICAP,1400,125000,3YO&Up,O,Qlty,BILL RITCHIE HANDICAP
16-Sep-17,464,4,NSW,ATC,RAND,HERITAGE STAKES,1100,100000,3-Y-O,O,SWP,HERITAGE STAKES
16-Sep-17,214,1,VIC,VRC,FLEM,MAKYBE DIVA STAKES,1600,750000,O,O,WFA,MAKYBE DIVA STAKES
16-Sep-17,145,2,VIC,VRC,FLEM,DANEHILL STAKES,1200,200000,3-Y-O,O,SWP,DANEHILL STAKES
16-Sep-17,360,2,VIC,VRC,FLEM,LET'S ELOPE STAKES,1400,200000,4YO&Up,M,SWP,MILADY STAKES
16-Sep-17,150,2,VIC,VRC,FLEM,BOBBIE LEWIS QUALITY,1200,200000,4YO&Up,O,Qlty,BOBBIE LEWIS QUALITY
16-Sep-17,720,4,VIC,VRC,FLEM,EXFORD PLATE,1400,120000,3-Y-O,O,SWP,EXFORD PLATE
16-Sep-17,739,4,VIC,VRC,FLEM,CAP D'ANTIBES STAKES,1100,120000,3-Y-O,F,SWP,CAP D'ANTIBES STAKES
16-Sep-17,933,4,VIC,VRC,FLEM,TONTONAN STAKES,1400,120000,4YO&Up,O,HCP,TONTONAN STAKES
17-Sep-17,609,4,WA,KALG-BOU RC,KALG,BOULDER CUP,2100,100000,3YO&Up,O,Qlty,BOULDER CUP
20-Sep-17,296,4,WA,KALG-BOU RC,KALG,HANNAN'S HANDICAP,1400,120000,3YO&Up,O,Qlty,HANNANS HANDICAP
23-Sep-17,670,1,NSW,ATC,RHIL,GOLDEN ROSE STAKES,1400,1000000,3-Y-O,O,SW,GOLDEN ROSE STAKES
23-Sep-17,653,2,NSW,ATC,RHIL,GOLDEN PENDANT,1400,400000,3YO&Up,F&M,SWP,GOLDEN PENDANT
23-Sep-17,454,2,NSW,ATC,RHIL,SHANNON STAKES,1500,175000,3YO&Up,O,Qlty,SHANNON STAKES
23-Sep-17,281,3,NSW,ATC,RHIL,GLOAMING STAKES,1800,200000,3-Y-O,O,SW,GLOAMING STAKES
23-Sep-17,209,3,NSW,ATC,RHIL,COLIN STEPHEN QUALITY,2400,125000,3YO&Up,O,Qlty,COLIN STEPHEN QLTY HCP
23-Sep-17,440,3,VIC,MRC,CAUL,NATURALISM STAKES,2000,150000,O,O,Qlty,NATURALISM STAKES
23-Sep-17,656,3,VIC,MRC,CAUL,HOW NOW STAKES,1200,150000,4YO&Up,M,SWP,HOW NOW STAKES
23-Sep-17,721,4,VIC,MRC,CAUL,TESTA ROSSA STAKES,1200,120000,O,O,Hcp,TESTA ROSSA STAKES
24-Sep-17,319,4,WA,KALG-BOU RC,KALG,KALGOORLIE CUP,2300,130000,3YO&Up,O,Qlty,KALGOORLIE CUP
29-Sep-17,363,1,VIC,MVRC,M V,A.J. MOIR STAKES,1000,500000,O,O,WFA,A.J. MOIR STAKES
29-Sep-17,599,2,VIC,MVRC,M V,W H STOCKS STAKES,1600,200000,4YO&Up,M,WFA,W H STOCKS STAKES
29-Sep-17,369,2,VIC,MVRC,M V,BILL STUTT STAKES,1600,200000,3-Y-O,O,SW,MOONEE VALLEY STAKES
29-Sep-17,641,3,VIC,MVRC,M V,JRA CUP,2040,200000,O,O,Qlty,JRA CUP
29-Sep-17,525,3,VIC,MVRC,M V,SCARBOROUGH STAKES,1200,150000,3-Y-O,F,SW,MV CHAMPAGNE STAKES
30-Sep-17,14,1,NSW,ATC,RAND,EPSOM HCP,1600,1000000,3YO&Up,O,Hcp,EPSOM HANDICAP
30-Sep-17,16,1,NSW,ATC,RAND,THE METROPOLITAN,2400,750000,3YO&Up,O,Hcp,THE METROPOLITAN
30-Sep-17,261,1,NSW,ATC,RAND,FLIGHT STAKES,1600,500000,3-Y-O,F,SW,FLIGHT STAKES
30-Sep-17,308,2,NSW,ATC,RAND,HILL STAKES,1800,500000,3YO&Up,O,WFA,HILL STAKES
30-Sep-17,407,2,NSW,ATC,RAND,PREMIERE STAKES,1200,500000,3YO&Up,O,WFA,PREMIERE STAKES
30-Sep-17,153,4,NSW,ATC,RAND,BREEDERS' PLATE,1000,150000,2-Y-O,C&G,SW,BREEDERS PLATE
30-Sep-17,279,4,NSW,ATC,RAND,GIMCRACK STAKES,1000,150000,2-Y-O,F,SW,AJC GIMCRACK STKS
30-Sep-17,570,4,NSW,ATC,RAND,DULCIFY 3YO QUALITY HCP,1600,100000,3-Y-O,O,Qlty,DULCIFY QUALITY HCP
30-Sep-17,508,4,SA,SAJC,MORP,TOKYO CITY CUP,1800,100000,O,O,SWP,TOKYO CITY CUP
30-Sep-17,550,4,SA,SAJC,MORP,W H WYLIE HANDICAP,1100,100000,O,O,Qlty,W H WYLIE HANDICAP
30-Sep-17,743,4,VIC,MRC,MORN,R.M. ANSETT CLASSIC,2400,120000,O,O,Hcp,R M ANSETT CLASSIC
01-Oct-17,521,1,VIC,MRC,CAUL,UNDERWOOD STAKES,1800,750000,3YO&Up,O,WFA,UNDERWOOD STAKES
01-Oct-17,348,1,VIC,MRC,CAUL,SIR RUPERT CLARKE STAKES,1400,500000,O,O,Hcp,INVITATION STAKES
01-Oct-17,300,2,VIC,MRC,CAUL,THOUSAND GUINEAS PRELUDE,1400,200000,3-Y-O,F,SWP,TRANQUIL STAR STAKES
01-Oct-17,458,3,VIC,MRC,CAUL,CAULFIELD GUINEAS PRELUDE,1400,175000,3-Y-O,C&G,SWP,CAULFIELD GUINEAS PRELUDE
07-Oct-17,23,1,NSW,ATC,RAND,SPRING CHAMPION STAKES,2000,500000,3-Y-O,O,SW,SPRING CHAMPION STAKES
07-Oct-17,433,2,NSW,ATC,RAND,ROMAN CONSUL STAKES,1200,300000,3-Y-O,O,SW,ROMAN CONSUL STKS
07-Oct-17,618,3,NSW,ATC,RAND,ANGST STAKES,1600,125000,4YO&Up,M,SWP,ANGST QUALITY HCP
07-Oct-17,519,1,VIC,VRC,FLEM,TURNBULL STAKES,2000,500000,4YO&Up,O,SWP,TURNBULL STAKES
07-Oct-17,244,2,VIC,VRC,FLEM,EDWARD MANIFOLD STAKES,1600,200000,3-Y-O,F,SW,EDWARD MANIFOLD STAKES
07-Oct-17,442,2,VIC,VRC,FLEM,GILGAI STAKES,1200,200000,O,O,SWP,BAGUETTE STAKES
07-Oct-17,590,2,VIC,VRC,FLEM,ROSE OF KINGSTON STAKES,1400,200000,4YO&Up,M,SWP,ROSE OF KINGSTON STAKES
07-Oct-17,713,3,VIC,VRC,FLEM,THE BART CUMMINGS,2500,300000,O,O,Qlty,THE BART CUMMINGS
07-Oct-17,205,4,VIC,VRC,FLEM,POSEIDON STAKES,1400,120000,3-Y-O,O,SWP,POSEIDON STAKES
07-Oct-17,712,4,VIC,VRC,FLEM,SUPER IMPOSE PLATE,1800,120000,3-Y-O,O,SWP,SUPER IMPOSE PLATE
07-Oct-17,638,4,VIC,VRC,FLEM,PARIS LANE STAKES,1400,120000,4YO&Up,O,Hcp,PARIS LANE STAKES
07-Oct-17,346,4,VIC,VRC,FLEM,MARIBYRNONG TRIAL STAKES,1000,120000,2-Y-O,O,SW,MARIBYRNONG TRIAL STAKES
07-Oct-17,144,4,WA,WATC,BLMT,BIRTHDAY STAKES,1200,100000,4YO&Up,O,SWP,BIRTHDAY STKS
14-Oct-17,216,3,NSW,ATC,RAND,CRAVEN PLATE,2000,500000,O,O,WFA,CRAVEN PLATE
14-Oct-17,203,4,NSW,CITY TATTS,RAND,CITY TATTS LIGHTNING HCP,1200,500000,3YO&Up,O,WFA,CITY TATT'S LIGHTNING
14-Oct-17,427,4,NSW,ATC,RAND,REGINALD ALLEN QLTY HCP,1400,100000,3-Y-O,F,Qlty,REGINALD ALLEN QUALITY
14-Oct-17,309,4,SA,SAJC,MORP,HILL SMITH STAKES,1800,100000,3-Y-O,O,SW,HILL SMITH STAKES
14-Oct-17,372,4,SA,SAJC,MORP,DURBRIDGE STAKES,1200,100000,O,O,WFA,DURBRIDGE STAKES
14-Oct-17,11,1,VIC,MRC,CAUL,CAULFIELD GUINEAS,1600,2000000,3-Y-O,O,SW,CAULFIELD GUINEAS
14-Oct-17,181,1,VIC,MRC,CAUL,CAULFIELD STAKES,2000,1000000,3YO&Up,O,WFA,CAULFIELD STAKES
14-Oct-17,510,1,VIC,MRC,CAUL,THOUSAND GUINEAS,1600,500000,3-Y-O,F,SW,THE THOUSAND GUINEAS
14-Oct-17,245,1,VIC,MRC,CAUL,TOORAK HANDICAP,1600,500000,O,O,Hcp,TOORAK HANDICAP
14-Oct-17,196,2,VIC,MRC,CAUL,SCHILLACI STAKES,1100,400000,3YO&Up,O,WFA,SCHILLACI STAKES
14-Oct-17,305,2,VIC,MRC,CAUL,HERBERT POWER STAKES,2400,400000,O,O,Qlty,HERBERT POWER STAKES
14-Oct-17,509,3,VIC,MRC,CAUL,THOROUGHBRED CLUB STAKES,1200,150000,3-Y-O,F,SWP,THOROUGHBRED CLUB STAKES
14-Oct-17,695,3,VIC,MRC,CAUL,NORTHWOOD PLUME STAKES,1200,150000,4YO&Up,M,SWP,NORTHWOOD PLUME STAKES
14-Oct-17,935,4,VIC,MRC,CAUL,WEEKEND HUSSLER,1400,120000,O,O,HCP,BMW WEEKEND HUSSLER HANDICAP
14-Oct-17,227,4,VIC,MRC,CAUL,DEBUTANT STAKES,1000,120000,2-Y-O,O,SW,DEBUTANT STAKES
15-Oct-17,215,4,VIC,CRANBOURNE TC,CRAN,CRANBOURNE CUP,2025,300000,O,O,Hcp,CRANBOURNE CUP
18-Oct-17,979,3,VIC,MRC,CAUL,BLUE SAPPHIRE STAKES,1200,350000,3-Y-O,O,SW,BLUE SAPPHIRE STAKES
18-Oct-17,710,3,VIC,MRC,CAUL,LADIES DAY VASE,1600,150000,4YO&Up,M,SWP,LADIES DAY VASE
18-Oct-17,936,4,VIC,MRC,CAUL,CAULFIELD VILLAGE STAKES,1200,120000,O,O,HCP,CAULFIELD VILLAGE STAKES
20-Oct-17,338,4,SA,MURR BDGE RC,MBRID,MURRAY BRIDGE GOLD CUP,1600,100000,O,O,Qlty,LORD MAYORS MILE
21-Oct-17,617,3,NSW,CITY TATTS,RAND,THE NIVISON,1200,125000,4YO&Up,M,SWP,THE NIVISON
21-Oct-17,462,4,NSW,CITY TATTS,RAND,BRIAN CROWLEY STAKES,1200,150000,3-Y-O,O,SWP,BRIAN CROWLEY STAKES
21-Oct-17,202,4,NSW,ATC,RAND,CITY TATT'S CLUB CUP,2400,100000,3YO&Up,O,Hcp,CITY TATT'S CLUB CUP
21-Oct-17,4,1,VIC,MRC,CAUL,CAULFIELD CUP,2400,3000000,O,O,Hcp,CAULFIELD CUP
21-Oct-17,378,2,VIC,MRC,CAUL,CAULFIELD SPRINT,1100,200000,O,O,Hcp,CAULFIELD SPRINT
21-Oct-17,561,2,VIC,MRC,CAUL,TRISTARC STAKES,1400,200000,4YO&Up,M,SWP,TRISTARC STAKES
21-Oct-17,384,3,VIC,MRC,CAUL,CAULFIELD CLASSIC,2000,350000,3-Y-O,O,SWP,NORMAN ROBINSON STAKES
21-Oct-17,211,3,VIC,MRC,CAUL,PRICELINE CUP,2000,150000,O,O,Hcp,COONGY HANDICAP
21-Oct-17,581,3,VIC,MRC,CAUL,MOONGA STAKES,1400,150000,4YO&Up,O,SWP,MOONGA STAKES
21-Oct-17,728,3,VIC,MRC,CAUL,ETHEREAL STAKES,2000,150000,3-Y-O,F,SWP,ETHEREAL STAKES
21-Oct-17,354,4,VIC,MRC,CAUL,GOTHIC STAKES,1400,120000,3-Y-O,C&G,SWP,GOTHIC STAKES
21-Oct-17,937,4,VIC,MRC,CAUL,ALINGHI STAKES,1100,120000,3YO&Up,F&M,Hcp,ALINGHI STAKES
21-Oct-17,108,3,WA,WATC,ASCT,NORTHERLY STAKES,1400,150000,4YO&Up,O,SWP,NORTHERLY STKS
22-Oct-17,594,4,VIC,SEYMOUR RC,SEYM,SEYMOUR CUP,1600,150000,O,O,Hcp,SEYMOUR CUP
25-Oct-17,275,3,VIC,GEELONG RC,GEEL,GEELONG CUP,2400,300000,O,O,Hcp,GEELONG CUP
25-Oct-17,231,4,VIC,GEELONG RC,GEEL,GEELONG CLASSIC,2200,120000,3-Y-O,O,SWP,DERBY TRIAL STAKES
25-Oct-17,974,4,VIC,GEELONG RC,GEEL,BLACK PEARL,1200,120000,3YO&Up,F&M,SWP,BLACK PEARL
27-Oct-17,343,1,VIC,MVRC,M V,MANIKATO STAKES,1200,1000000,O,O,WFA,MANIKATO STAKES
28-Oct-17,2,1,VIC,MVRC,M V,COX PLATE,2040,3000000,3YO&Up,O,WFA,W S COX PLATE
28-Oct-17,368,2,VIC,MVRC,M V,MOONEE VALLEY GOLD CUP,2500,300000,4YO&Up,O,SWP,MOONEE VALLEY GOLD CUP
28-Oct-17,648,2,VIC,MVRC,M V,MOONEE VALLEY FILLIES CLASSIC,1600,200000,3-Y-O,F,SW,MOONEE VALLEY FILLIES CLASSIC
28-Oct-17,304,2,VIC,MVRC,M V,MV VASE,2040,200000,3-Y-O,O,SW,MV VASE
28-Oct-17,536,2,VIC,MVRC,M V,CRYSTAL MILE,1600,200000,O,O,WFA,CRYSTAL MILE
28-Oct-17,425,3,VIC,MVRC,M V,RED ANCHOR STAKES,1200,150000,3-Y-O,O,SWP,RED ANCHOR STAKES
28-Oct-17,587,3,VIC,MVRC,M V,TESIO STAKES,1600,150000,4YO&Up,M,Hcp,TESIO STAKES
28-Oct-17,586,4,VIC,MVRC,M V,WILLIAM CROCKETT STAKES,1200,120000,3-Y-O,F,SWP,WILLIAM CROCKET STAKES
28-Oct-17,133,4,WA,WATC,ASCT,BELGRAVIA STAKES,1200,100000,3-Y-O,O,SWP,BELGRAVIA STKS
29-Oct-17,758,4,VIC,SALE TC,SALE,SALE CUP,1600,150000,O,O,Hcp,SALE CUP
29-Oct-17,733,4,WA,NORTHAM RC,NTHM,NORTHAM CUP,1600,125000,3YO&Up,O,Qlty,NORTHAM CUP
01-Nov-17,141,3,VIC,BJC,BEND,BENDIGO CUP,2400,300000,O,O,Hcp,BENDIGO CUP
04-Nov-17,6,1,VIC,VRC,FLEM,VICTORIA DERBY,2500,1500000,3-Y-O,O,SW,VICTORIA DERBY
04-Nov-17,106,1,VIC,VRC,FLEM,CANTALA STAKES,1600,1000000,O,O,Qlty,CANTALA STAKES
04-Nov-17,117,1,VIC,VRC,FLEM,COOLMORE STUD STAKES,1200,1000000,3-Y-O,O,SW,ASCOT VALE STAKES
04-Nov-17,560,1,VIC,VRC,FLEM,MYER CLASSIC,1600,500000,3YO&Up,F&M,WFA,EMPIRE ROSE STAKES
04-Nov-17,334,2,VIC,VRC,FLEM,LINLITHGOW STAKES,1200,300000,O,O,HCP,LINLITHGOW STAKES
04-Nov-17,531,2,VIC,VRC,FLEM,WAKEFUL STAKES,2000,300000,3-Y-O,F,SWP,WAKEFUL STAKES
04-Nov-17,222,3,VIC,VRC,FLEM,LEXUS STAKES,2500,300000,O,O,Qlty,HOTHAM HANDICAP
04-Nov-17,168,3,VIC,VRC,FLEM,CARBINE CLUB STAKES,1600,200000,3-Y-O,O,SWP,VRC CARBINE CLUB STAKES
04-Nov-17,722,3,VIC,VRC,FLEM,BEGONIA BELLE STAKES,1100,200000,O,M,SWP,BEGONIA BELLE STAKES
04-Nov-17,409,3,WA,WATC,ASCT,PRINCE OF WALES STAKES,1000,150000,3YO&Up,O,WFA,PRINCE OF WALES STKS
04-Nov-17,135,3,WA,WATC,ASCT,ASIAN BEAU STAKES,1400,150000,3YO&Up,O,Hcp,ASIAN BEAU STKS
07-Nov-17,1,1,VIC,VRC,FLEM,EMIRATES MELBOURNE CUP,3200,6000000,O,O,Hcp,MELBOURNE CUP
07-Nov-17,696,3,VIC,VRC,FLEM,HKJC STAKES,1400,200000,4YO&Up,M,SWP,MAYBE MAHAL STAKES
07-Nov-17,159,3,VIC,VRC,FLEM,OTTAWA STAKES,1000,150000,2-Y-O,F,SW,OTTAWA STAKES
07-Nov-17,293,4,VIC,VRC,FLEM,MELBOURNE CUP DAY PLATE,1800,150000,O,O,Hcp,MELBOURNE CUP DAY PLATE
07-Nov-17,491,4,VIC,VRC,FLEM,LEXUS HYBRID STAKES,1400,150000,3-Y-O,F,SWP,DESIRABLE STAKES
07-Nov-17,745,4,VIC,VRC,FLEM,MSS SECURITY SPRINT,1200,150000,O,O,Hcp,ALWAYS WELCOME STAKES
07-Nov-17,158,4,WA,WATC,ASCT,BURGESS QUEEN STAKES,1400,100000,3-Y-O,F,SWP,BURGESS QUEEN STKS
09-Nov-17,673,4,NSW,HAWKESBURY RC,HAWK,SKIN FITNESS CUP,1400,100000,O,O,Hcp,SAFILO CUP
09-Nov-17,19,1,VIC,VRC,FLEM,CROWN OAKS,2500,1000000,3-Y-O,F,SW,VRC OAKS
09-Nov-17,290,3,VIC,VRC,FLEM,CHATHAM STAKES,1400,200000,O,O,Hcp,CHATHAM STAKES
09-Nov-17,172,4,VIC,VRC,FLEM,CENTURY STAKES,1000,150000,O,O,SWP,CENTURY STAKES
09-Nov-17,252,4,VIC,VRC,FLEM,BATMAN STAKES,1800,150000,3-Y-O,O,Hcp,BATMAN STAKES
09-Nov-17,426,4,VIC,VRC,FLEM,RED ROSES STAKES,1200,150000,3-Y-O,F,SWP,RED ROSES STAKES
11-Nov-17,341,1,VIC,VRC,FLEM,EMIRATES STAKES,2000,2000000,O,O,WFA,LKS MACKINNON STAKES
11-Nov-17,271,1,VIC,VRC,FLEM,DARLEY CLASSIC,1200,1000000,O,O,WFA,VICTORIA RACING CLUB STKS
11-Nov-17,639,2,VIC,VRC,FLEM,MATRIARCH STAKES,2000,300000,4YO&Up,M,SWP,MATRIARCH STAKES
11-Nov-17,413,3,VIC,VRC,FLEM,QUEEN ELIZABETH STAKES,2600,300000,O,O,Qlty,VRC QUEEN ELIZABETH STAKES
11-Nov-17,345,3,VIC,VRC,FLEM,MARIBYRNONG PLATE,1000,150000,2-Y-O,O,SW,MARIBYRNONG PLATE
11-Nov-17,522,4,VIC,VRC,FLEM,HILTON HOTELS STAKES,1400,150000,3-Y-O,O,Hcp,VRC SPRINGTIME STAKES
11-Nov-17,328,2,WA,WATC,ASCT,LEE STEERE STAKES,1400,250000,3YO&Up,O,WFA,LEE STEERE STKS
11-Nov-17,256,4,WA,WATC,ASCT,FAIRETHA STAKES,1400,100000,3-Y-O,C&G,SWP,FAIRETHA STKS
11-Nov-17,114,4,WA,WATC,ASCT,ASCOT GOLD CUP,1800,100000,3YO&Up,O,Qlty,ASCOT GOLD CUP
15-Nov-17,579,4,TAS,TTC,LAUN,TASMANIAN NEWMARKET HCP,1200,100000,O,O,Qlty,TTC NEWMARKET HANDICAP
18-Nov-17,747,4,QLD,BRC,DOOM,KEITH NOUD QUALITY,1200,100000,3YO&Up,O,Qlty,KEITH NOUD QUALITY
18-Nov-17,449,2,VIC,MRC,SAND,ZIPPING CLASSIC,2400,300000,O,O,WFA,SANDOWN CLASSIC
18-Nov-17,450,2,VIC,MRC,SAND,SANDOWN GUINEAS,1600,250000,3-Y-O,O,SW,SANDOWN GUINEAS
18-Nov-17,208,3,VIC,MRC,SAND,SANDOWN STAKES,1500,150000,O,O,Qlty,SANDOWN STAKES
18-Nov-17,243,3,VIC,MRC,SAND,ECLIPSE STAKES,1800,150000,O,O,Qlty,ECLIPSE STAKES
18-Nov-17,637,3,VIC,MRC,SAND,SUMMONED STAKES,1500,150000,4YO&Up,M,SWP,SUMMONED STAKES
18-Nov-17,666,3,VIC,MRC,SAND,KEVIN HEFFERNAN STAKES,1300,150000,O,O,WFA,KEVIN HEFFERNAN STAKES
18-Nov-17,768,4,VIC,MRC,SAND,SANDOWN CUP,3200,150000,O,O,Hcp,SANDOWN CUP
18-Nov-17,355,4,VIC,MRC,SAND,TWILIGHT GLOW STAKES,1400,120000,3-Y-O,F,SWP,TWILIGHT GLOW STAKES
18-Nov-17,236,4,VIC,MRC,SAND,DOVETON STAKES,1200,120000,O,O,Hcp,DOVETON STAKES
18-Nov-17,356,4,VIC,MRC,SAND,MERSON COOPER STAKES,1000,120000,2-Y-O,O,SW,MERSON COOPER STAKES
