MeetDate,G ID,Grp,State,Club,Venue,Current Race Name,Dist,Prize$$,Age,Sex,Cond,Registered Race Name
25/08/2012,591,4,WA,WATC,BLMT,GOODWOOD SPRINT,1300,80000,3YO&Up,O,WFA,WATC GOODWOOD SPRINT
1/09/2012,704,3,NSW,ATC,RHIL,THE RUN TO THE ROSES,1200,125000,3-Y-O,O,SWP,THE RUN TO THE ROSES
1/09/2012,434,4,NSW,ATC,RHIL,PREMIER'S CUP,1800,100000,3YO&Up,O,Qlty,PREMIER'S CUP
1/09/2012,353,2,VIC,MRC,CAUL,MEMSIE STAKES,1400,220000,3YO&Up,O,WFA,MEMSIE STAKES
1/09/2012,597,3,VIC,MRC,CAUL,HDF MCNEIL STAKES,1200,150000,3-Y-O,O,SWP,H.D.F. McNEIL STAKES
1/09/2012,694,4,VIC,MRC,CAUL,THE HEATH 1100,1100,120000,O,O,SWP,THE HEATH 1100
1/09/2012,301,4,VIC,MRC,CAUL,HEATHERLIE HANDICAP,1700,120000,O,O,Hcp,HEATHERLIE HANDICAP
5/09/2012,568,4,SA,BALAKLAVA RC,BKVA,BALAKLAVA CUP,1600,80000,O,O,Qlty,BALAKLAVA CUP
7/09/2012,671,4,NSW,WYONG RC,WYNG,MONA LISA STAKES,1350,120000,O,F&M,SWP,MONA LISA STAKES
7/09/2012,595,4,NSW,WYONG RC,WYNG,WYONG GOLD CUP,2100,150000,O,O,Qlty,WYONG GOLD CUP
8/09/2012,270,2,NSW,TATTS (NSW),W FM,FURIOUS STAKES,1400,175000,3-Y-O,F,SW,FURIOUS STAKES
8/09/2012,192,2,NSW,TATTS (NSW),W FM,CHELMSFORD STAKES,1600,175000,3YO&Up,O,WFA,CHELMSFORD STAKES
8/09/2012,588,3,NSW,TATTS (NSW),W FM,CONCORDE STAKES,1100,125000,3YO&Up,O,SWP,CONCORDE STAKES
8/09/2012,517,3,NSW,TATTS (NSW),W FM,TRAMWAY HCP,1400,125000,3YO&Up,O,Qlty,TRAMWAY HANDICAP
8/09/2012,166,4,NSW,TATTS (NSW),W FM,MING DYNASTY QUALITY HCP,1400,100000,3-Y-O,C&G,Qlty,MING DYNASTY QUALITY HCP
8/09/2012,360,2,VIC,VRC,FLEM,LET'S ELOPE STAKES,1400,220000,4YO&Up,M,SWP,MILADY STAKES
8/09/2012,214,2,VIC,VRC,FLEM,MAKYBE DIVA STAKES,1600,300000,O,O,WFA,MAKYBE DIVA STAKES
8/09/2012,145,2,VIC,VRC,FLEM,DANEHILL STAKES,1200,220000,3-Y-O,O,SWP,DANEHILL STAKES
8/09/2012,150,3,VIC,VRC,FLEM,BOBBIE LEWIS QUALITY,1200,150000,4YO&Up,O,Qlty,BOBBIE LEWIS QUALITY
8/09/2012,720,4,VIC,VRC,FLEM,EXFORD PLATE,1400,120000,3-Y-O,O,SWP,EXFORD PLATE
8/09/2012,739,4,VIC,VRC,FLEM,CAP D'ANTIBES STAKES,1100,120000,3-Y-O,F,SWP,CAP D'ANTIBES STAKES
8/09/2012,257,4,WA,WATC,BLMT,FARNLEY STAKES,1400,80000,3YO&Up,O,Qlty,FARNLEY STKS
15/09/2012,670,1,NSW,ATC,RHIL,GOLDEN ROSE STAKES,1400,1000000,3-Y-O,O,SW,GOLDEN ROSE STAKES
15/09/2012,507,2,NSW,ATC,RHIL,THEO MARKS STAKES,1400,200000,3YO&Up,O,Qlty,THEO MARKS STAKES
15/09/2012,324,3,NSW,ATC,RHIL,KINGSTON TOWN STAKES,2000,125000,3YO&Up,O,Qlty,KINGSTON TOWN STAKES
15/09/2012,663,4,NSW,ATC,RHIL,SHERACO STAKES,1200,100000,3YO&Up,F&M,SWP,SHERACO STAKES
15/09/2012,550,4,SA,SAJC,MORP,W H WYLIE HANDICAP,1100,80000,O,O,Qlty,W H WYLIE HANDICAP
15/09/2012,373,4,SA,SAJC,MORP,LINDSAY PARK GUINEAS,1600,80000,3-Y-O,F,SW,MORPHETTVILLE GUINEAS
15/09/2012,599,2,VIC,MVRC,M V,W H STOCKS STAKES,1600,220000,4YO&Up,M,WFA,W H STOCKS STAKES
15/09/2012,258,2,VIC,MVRC,M V,DATO' TAN CHIN NAM STAKES,1600,300000,O,O,WFA,JOHN F FEEHAN STAKES
15/09/2012,651,3,VIC,MVRC,M V,MCEWEN STAKES,1000,200000,O,O,WFA,IAN McEWEN TROPHY
16/09/2012,609,4,WA,KALG-BOU RC,KALG,BOULDER CUP,1760,100000,O,O,Qlty,BOULDER CUP
19/09/2012,473,3,NSW,NEWCASTLE JC,NCLE,SPRING STAKES,1600,175000,3-Y-O,O,SW,NJC 3YO SPRING STAKES
19/09/2012,160,3,NSW,NEWCASTLE JC,NCLE,CAMERON HCP,1500,150000,O,O,Hcp,CAMERON HANDICAP
19/09/2012,296,4,WA,KALG-BOU RC,KALG,HANNAN'S HANDICAP,1400,130000,O,O,Qlty,HANNANS HANDICAP
20/09/2012,381,3,NSW,NEWCASTLE JC,NCLE,NEWCASTLE CUP,2300,200000,O,O,Hcp,NEWCASTLE GOLD CUP
20/09/2012,672,4,NSW,NEWCASTLE JC,NCLE,TIBBIE STAKES,1400,100000,O,F&M,SWP,TIBBIE PLATE
22/09/2012,276,1,NSW,ATC,RAND,GEORGE MAIN STAKES,1600,350000,3YO&Up,O,WFA,GEORGE MAIN STAKES
22/09/2012,506,2,NSW,ATC,RAND,TEA ROSE STAKES,1500,175000,3-Y-O,F,SW,TEA ROSE STAKES
22/09/2012,457,2,NSW,ATC,RAND,THE SHORTS,1200,200000,3YO&Up,O,SWP,THE SHORTS
22/09/2012,308,2,NSW,ATC,RAND,HILL STAKES,2000,200000,3YO&Up,O,WFA,HILL STAKES
22/09/2012,582,3,NSW,ATC,RAND,BILL RITCHIE HANDICAP,1300,125000,3YO&Up,O,Qlty,BILL RITCHIE HANDICAP
22/09/2012,281,3,NSW,ATC,RAND,GLOAMING STAKES,1800,200000,3-Y-O,O,SW,GLOAMING STAKES
22/09/2012,464,4,NSW,ATC,RAND,HERITAGE STAKES,1100,100000,3-Y-O,O,SWP,HERITAGE STAKES
22/09/2012,508,4,SA,SAJC,MORP,TOKYO CITY CUP,1800,80000,O,O,SWP,TOKYO CITY CUP
22/09/2012,521,1,VIC,MRC,CAUL,UNDERWOOD STAKES,1800,400000,3YO&Up,O,WFA,UNDERWOOD STAKES
22/09/2012,656,3,VIC,MRC,CAUL,HOW NOW STAKES,1200,150000,4YO&Up,M,SWP,HOW NOW STAKES
22/09/2012,440,3,VIC,MRC,CAUL,NATURALISM STAKES,2000,150000,O,O,Qlty,NATURALISM STAKES
22/09/2012,300,3,VIC,MRC,CAUL,SCHWEPPES THOUSAND GUINEAS PRELUDE,1400,150000,3-Y-O,F,SWP,TRANQUIL STAR STAKES
22/09/2012,319,4,WA,KALG-BOU RC,KALG,KALGOORLIE GOLD CUP,2300,150000,O,O,Qlty,KALGOORLIE CUP
28/09/2012,363,2,VIC,MVRC,M V,SCHWEPPES STAKES,1200,300000,O,O,WFA,A.J. MOIR STAKES
28/09/2012,369,2,VIC,MVRC,M V,BILL STUTT STAKES,1600,220000,3-Y-O,O,SW,MOONEE VALLEY STAKES
28/09/2012,641,3,VIC,MVRC,M V,JRA CUP,2040,200000,O,O,Qlty,JRA CUP
28/09/2012,525,3,VIC,MVRC,M V,CHAMPAGNE STAKES,1200,150000,3-Y-O,F,SW,MV CHAMPAGNE STAKES
29/09/2012,479,2,NSW,ATC,RHIL,STAN FOX STAKES,1500,175000,3-Y-O,O,SW,STAN FOX STAKES
29/09/2012,454,2,NSW,ATC,RHIL,SHANNON STAKES,1500,175000,3YO&Up,O,Qlty,SHANNON STAKES
29/09/2012,653,3,NSW,ATC,RHIL,RESEARCH STAKES (THE GOLDEN PENDANT),1400,250000,3YO&Up,F&M,SWP,GOLDEN PENDANT
29/09/2012,209,3,NSW,ATC,RHIL,COLIN STEPHEN QUALITY,2400,125000,3YO&Up,O,Qlty,COLIN STEPHEN QLTY HCP
29/09/2012,570,4,NSW,ATC,RHIL,DULCIFY 3YO QUALITY HCP,1900,100000,3-Y-O,O,Qlty,DULCIFY QUALITY HCP
29/09/2012,427,4,NSW,ATC,RHIL,REGINALD ALLEN QLTY HCP,1200,100000,3-Y-O,F,Qlty,REGINALD ALLEN QUALITY
29/09/2012,743,4,VIC,MORN RC,MORN,R.M ANSETT CLASSIC,2400,120000,3YO&Up,O,Hcp,R.M ANSETT CLASSIC
30/09/2012,348,1,VIC,MRC,CAUL,SIR RUPERT CLARKE STAKES,1400,400000,O,O,Hcp,INVITATION STAKES
30/09/2012,458,3,VIC,MRC,CAUL,THE AGE CAULFIELD GUINEAS PRELUDE,1400,175000,3-Y-O,C&G,SWP,CAULFIELD GUINEAS PRELUDE
30/09/2012,721,4,VIC,MRC,CAUL,TESTA ROSSA STAKES,1200,120000,O,O,Hcp,TESTA ROSSA STAKES
6/10/2012,261,1,NSW,ATC,RAND,FLIGHT STAKES,1600,400000,3-Y-O,F,SW,FLIGHT STAKES
6/10/2012,23,1,NSW,ATC,RAND,SPRING CHAMPION STAKES,2000,400000,3-Y-O,O,SW,SPRING CHAMPION STAKES
6/10/2012,16,1,NSW,ATC,RAND,THE METROPOLITAN,2400,400000,3YO&Up,O,Hcp,THE METROPOLITAN
6/10/2012,14,1,NSW,ATC,RAND,EPSOM HCP,1600,500000,3YO&Up,O,Hcp,EPSOM HANDICAP
6/10/2012,433,2,NSW,ATC,RAND,ROMAN CONSUL STAKES,1200,175000,3-Y-O,O,SW,ROMAN CONSUL STKS
6/10/2012,407,2,NSW,ATC,RAND,PREMIERE STAKES,1200,200000,3YO&Up,O,WFA,PREMIERE STAKES
6/10/2012,216,3,NSW,ATC,RAND,CRAVEN PLATE,2000,125000,O,O,WFA,CRAVEN PLATE
6/10/2012,279,4,NSW,ATC,RAND,GIMCRACK STAKES,1000,100000,2-Y-O,F,SW,AJC GIMCRACK STKS
6/10/2012,153,4,NSW,ATC,RAND,BREEDERS' PLATE,1000,100000,2-Y-O,C&G,SW,BREEDERS PLATE
6/10/2012,519,1,VIC,VRC,FLEM,TURNBULL STAKES,2000,500000,4YO&Up,O,SWP,TURNBULL STAKES
6/10/2012,590,2,VIC,VRC,FLEM,ROSE OF KINGSTON STAKES,1400,220000,4YO&Up,M,SWP,ROSE OF KINGSTON STAKES
6/10/2012,442,2,VIC,VRC,FLEM,GILGAI STAKES,1200,220000,O,O,SWP,BAGUETTE STAKES
6/10/2012,244,2,VIC,VRC,FLEM,EDWARD MANIFOLD STAKES,1600,220000,3-Y-O,F,SW,EDWARD MANIFOLD STAKES
6/10/2012,713,4,VIC,VRC,FLEM,THE BART CUMMINGS,2500,120000,O,O,Qlty,THE BART CUMMINGS
6/10/2012,638,4,VIC,VRC,FLEM,PARIS LANE STAKES,1400,120000,4YO&Up,O,Hcp,PARIS LANE STAKES
6/10/2012,712,4,VIC,VRC,FLEM,SUPER IMPOSE PLATE,1800,150000,3-Y-O,O,SWP,SUPER IMPOSE PLATE
6/10/2012,346,4,VIC,VRC,FLEM,MARIBYRNONG TRIAL STAKES,1000,120000,2-Y-O,O,SW,MARIBYRNONG TRIAL STAKES
6/10/2012,205,4,VIC,VRC,FLEM,POSEIDON STAKES,1400,120000,3-Y-O,O,SWP,POSEIDON STAKES
6/10/2012,144,4,WA,WATC,BLMT,BIRTHDAY STAKES,1200,80000,3YO&Up,O,Qlty,BIRTHDAY STKS
13/10/2012,618,4,NSW,ATC,RHIL,ANGST STAKES,1500,100000,4YO&Up,M,SWP,ANGST QUALITY HCP
13/10/2012,309,4,SA,SAJC,MORP,HILL SMITH STAKES,1800,80000,3-Y-O,O,SW,HILL SMITH STAKES
13/10/2012,245,1,VIC,MRC,CAUL,TOORAK HANDICAP,1600,400000,O,O,Hcp,TOORAK HANDICAP
13/10/2012,181,1,VIC,MRC,CAUL,CAULFIELD STAKES,2000,400000,3YO&Up,O,WFA,CAULFIELD STAKES
13/10/2012,11,1,VIC,MRC,CAUL,THE AGE CAULFIELD GUINEAS,1600,1000000,3-Y-O,O,SW,CAULFIELD GUINEAS
13/10/2012,305,2,VIC,MRC,CAUL,HERBERT POWER STAKES,2400,220000,O,O,Qlty,HERBERT POWER STAKES
13/10/2012,196,2,VIC,MRC,CAUL,SCHILLACI STAKES,1000,220000,3YO&Up,O,WFA,SCHILLACI STAKES
13/10/2012,509,3,VIC,MRC,CAUL,THOROUGHBRED CLUB STAKES,1200,150000,3-Y-O,F,SWP,THOROUGHBRED CLUB STAKES
13/10/2012,695,4,VIC,MRC,CAUL,NORTHWOOD PLUME STAKES,1200,120000,4YO&Up,M,SWP,NORTHWOOD PLUME STAKES
14/10/2012,215,4,VIC,CRANBOURNE TC,CRAN,CRANBOURNE CUP,2025,200000,O,O,Hcp,CRANBOURNE CUP
17/10/2012,338,4,SA,MURR BDGE RC,MBRID,MURRAY BRIDGE GOLD CUP,1600,80000,O,O,Qlty,LORD MAYORS MILE
17/10/2012,510,1,VIC,MRC,CAUL,SCHWEPPES THOUSAND GUINEAS,1600,500000,3-Y-O,F,SW,THE THOUSAND GUINEAS
17/10/2012,710,4,VIC,MRC,CAUL,LADIES DAY VASE,1600,120000,4YO&Up,M,SWP,LADIES DAY VASE
17/10/2012,227,4,VIC,MRC,CAUL,DEBUTANTS STAKES,1000,120000,2-Y-O,O,SW,DEBUTANT STAKES
20/10/2012,617,4,NSW,ATC,RAND,THE NIVISON,1200,100000,4YO&Up,M,SWP,THE NIVISON
20/10/2012,462,4,NSW,CITY TATTS,RAND,BRIAN CROWLEY STAKES,1200,100000,3-Y-O,O,SWP,BRIAN CROWLEY STAKES
20/10/2012,203,4,NSW,CITY TATTS,RAND,CITY TATTS LIGHTNING HCP,1100,100000,3YO&Up,O,Qlty,CITY TATT'S LIGHTNING
20/10/2012,202,4,NSW,CITY TATTS,RAND,CITY TATT'S CLUB CUP,2400,100000,3YO&Up,O,Qlty,CITY TATT'S CLUB CUP
20/10/2012,372,4,SA,SAJC,MORP,DURBRIDGE STAKES,1200,80000,O,O,WFA,DURBRIDGE STAKES
20/10/2012,4,1,VIC,MRC,CAUL,BMW CAULFIELD CUP,2400,2500000,O,O,Hcp,CAULFIELD CUP
20/10/2012,561,2,VIC,MRC,CAUL,HARROLDS TRISTARC STAKES,1400,220000,4YO&Up,M,SWP,TRISTARC STAKES
20/10/2012,378,2,VIC,MRC,CAUL,CAULFIELD SPRINT,1100,220000,O,O,Hcp,CAULFIELD SPRINT
20/10/2012,581,3,VIC,MRC,CAUL,BETFAIR STAKES,1400,150000,4YO&Up,O,Hcp,MOONGA STAKES
20/10/2012,384,3,VIC,MRC,CAUL,NORMAN ROBINSON STAKES,2000,150000,3-Y-O,O,SWP,NORMAN ROBINSON STAKES
20/10/2012,211,3,VIC,MRC,CAUL,DAVID JONES CUP,2000,150000,O,O,Hcp,COONGY HANDICAP
20/10/2012,728,4,VIC,MRC,CAUL,ETHEREAL STAKES,2000,120000,3-Y-O,F,Hcp,ETHEREAL STAKES
20/10/2012,354,4,VIC,MRC,CAUL,GOTHIC STAKES,1400,120000,3-Y-O,C&G,SWP,GOTHIC STAKES
20/10/2012,133,4,WA,WATC,ASCT,BELGRAVIA STAKES,1200,80000,3-Y-O,O,SWP,BELGRAVIA STKS
20/10/2012,108,4,WA,WATC,ASCT,NORTHERLY STAKES,1400,80000,3YO&Up,O,Hcp,NORTHERLY STKS
21/10/2012,134,4,NSW,GOSFORD RC,GOSF,BELLE OF THE TURF STAKES,1600,100000,3YO&Up,F&M,Hcp,BELLE OF THE TURF STAKES
21/10/2012,594,4,VIC,SEYMOUR RC,SEYM,SEYMOUR CUP,1600,150000,O,O,Hcp,SEYMOUR CUP
24/10/2012,275,3,VIC,GEELONG RC,GEEL,GEELONG CUP,2400,250000,O,O,Hcp,GEELONG CUP
24/10/2012,231,4,VIC,GEELONG RC,GEEL,GEELONG CLASSIC,2200,120000,3-Y-O,O,SWP,DERBY TRIAL STAKES
26/10/2012,343,1,VIC,MVRC,M V,MANIKATO STAKES,1200,750000,O,O,WFA,MANIKATO STAKES
26/10/2012,648,2,VIC,MVRC,M V,MOONEE VALLEY FILLIES CL,1600,220000,3-Y-O,F,SW,MOONEE VALLEY FILLIES CL
26/10/2012,586,4,VIC,MVRC,M V,WILLIAM CROCKETT STAKES,1200,120000,3-Y-O,F,SWP,WILLIAM CROCKET STAKES
27/10/2012,2,1,VIC,MVRC,M V,TATTS COX PLATE,2040,3000000,3YO&Up,O,WFA,W S COX PLATE
27/10/2012,368,2,VIC,MVRC,M V,MOONEE VALLEY GOLD CUP,2500,250000,4YO&Up,O,SWP,MOONEE VALLEY GOLD CUP
27/10/2012,536,2,VIC,MVRC,M V,CRYSTAL MILE,1600,220000,O,O,Hcp,CRYSTAL MILE
27/10/2012,304,2,VIC,MVRC,M V,The MV VASE,2040,220000,3-Y-O,O,SW,THE MV VASE
27/10/2012,587,3,VIC,MVRC,M V,TESIO STAKES,1600,150000,4YO&Up,M,Hcp,TESIO STAKES
27/10/2012,425,3,VIC,MVRC,M V,RED ANCHOR STAKES,1200,150000,3-Y-O,O,SWP,RED ANCHOR STAKES
27/10/2012,409,3,WA,WATC,ASCT,PRINCE OF WALES STAKES,1200,125000,3YO&Up,O,WFA,PRINCE OF WALES STKS
28/10/2012,733,4,WA,NORTHAM RC,NTHM,NORTHAM CUP,1600,100000,3YO&Up,O,Qlty,NORTHAM CUP
31/10/2012,141,4,VIC,BJC,BEND,BENDIGO CUP,2200,200000,O,O,Hcp,BENDIGO CUP
3/11/2012,560,1,VIC,VRC,FLEM,MYER CLASSIC,1600,500000,3YO&Up,F&M,WFA,EMPIRE ROSE STAKES
3/11/2012,341,1,VIC,VRC,FLEM,MACKINNON STAKES,2000,1000000,O,O,WFA,LKS MACKINNON STAKES
3/11/2012,117,1,VIC,VRC,FLEM,COOLMORE STUD STAKES,1200,500000,3-Y-O,O,SW,ASCOT VALE STAKES
3/11/2012,6,1,VIC,VRC,FLEM,VICTORIA DERBY,2500,1500000,3-Y-O,O,SW,VICTORIA DERBY
3/11/2012,531,2,VIC,VRC,FLEM,WAKEFUL STAKES,2000,250000,3-Y-O,F,SWP,WAKEFUL STAKES
3/11/2012,334,2,VIC,VRC,FLEM,SEPPELT SALINGER STAKES,1200,250000,O,O,HCP,LINLITHGOW STAKES
3/11/2012,290,3,VIC,VRC,FLEM,YALLAMBEE STUD STAKES,1400,200000,O,O,Hcp,CHATHAM STAKES
3/11/2012,222,3,VIC,VRC,FLEM,LEXUS STAKES,2500,200000,O,O,Qlty,HOTHAM HANDICAP
3/11/2012,168,3,VIC,VRC,FLEM,CARBINE CLUB STAKES,1600,200000,3-Y-O,O,SWP,VRC CARBINE CLUB STAKES
3/11/2012,135,3,WA,WATC,ASCT,ASIAN BEAU STAKES,1400,125000,3YO&Up,O,Hcp,ASIAN BEAU STKS
3/11/2012,158,4,WA,WATC,ASCT,BURGESS QUEEN STAKES,1400,80000,3-Y-O,F,SWP,BURGESS QUEEN STKS
6/11/2012,1,1,VIC,VRC,FLEM,EMIRATES MELBOURNE CUP,3200,6000000,O,O,Hcp,MELBOURNE CUP
6/11/2012,696,3,VIC,VRC,FLEM,MAYBE MAHAL STAKES,1400,200000,4YO&Up,M,SWP,MAYBE MAHAL STAKES
6/11/2012,491,4,VIC,VRC,FLEM,DESIRABLE STAKES,1400,150000,3-Y-O,F,SWP,DESIRABLE STAKES
6/11/2012,293,4,VIC,VRC,FLEM,MELBOURNE CUP DAY PLATE,1800,150000,O,O,Hcp,MELBOURNE CUP DAY PLATE
6/11/2012,159,4,VIC,VRC,FLEM,OTTAWA STAKES,1000,120000,2-Y-O,F,SW,OTTAWA STAKES
6/11/2012,745,4,VIC,VRC,FLEM,VRC CUP DAY SPRINT,1200,150000,3YO&Up,O,Hcp,VRC CUP DAY SPRINT
6/11/2012,210,3,WA,WATC,ASCT,COLONEL REEVES STAKES,1100,125000,3YO&Up,O,Qlty,COLONEL REEVES
8/11/2012,297,3,NSW,HAWKESBURY RC,HAWK,HAWKESBURY GOLD CUP,1600,200000,3YO&Up,O,Hcp,HAWKESBURY GOLD CUP
8/11/2012,673,4,NSW,HAWKESBURY RC,HAWK,YALUMBA CUP,1300,150000,O,O,Hcp,SAFILO CUP
8/11/2012,19,1,VIC,VRC,FLEM,CROWN OAKS,2500,1000000,3-Y-O,F,SW,VRC OAKS
8/11/2012,722,4,VIC,VRC,FLEM,BEGONIA BELLE STAKES,1100,150000,O,M,SWP,BEGONIA BELLE STAKES
8/11/2012,426,4,VIC,VRC,FLEM,RED ROSES STAKES,1200,150000,3-Y-O,F,SWP,RED ROSES STAKES
8/11/2012,252,4,VIC,VRC,FLEM,BATMAN HANDICAP,1800,150000,3-Y-O,O,Hcp,BATMAN HANDICAP
8/11/2012,172,4,VIC,VRC,FLEM,CENTURY STAKES,1000,150000,O,O,SWP,CENTURY STAKES
10/11/2012,271,1,VIC,VRC,FLEM,PATINACK FARM CLASSIC,1200,1000000,O,O,WFA,VICTORIA RACING CLUB STKS
10/11/2012,106,1,VIC,VRC,FLEM,EMIRATES STAKES,1600,1000000,O,O,Qlty,CANTALA STAKES
10/11/2012,639,2,VIC,VRC,FLEM,MATRIARCH STAKES,2000,250000,4YO&Up,M,SWP,MATRIARCH STAKES
10/11/2012,413,3,VIC,VRC,FLEM,QUEEN ELIZABETH STAKES,2600,200000,O,O,Qlty,VRC QUEEN ELIZABETH STAKES
10/11/2012,345,3,VIC,VRC,FLEM,MARIBYRNONG PLATE,1000,150000,2-Y-O,O,SW,MARIBYRNONG PLATE
10/11/2012,522,4,VIC,VRC,FLEM,HILTON HOTELS STAKES,1400,150000,3-Y-O,O,Hcp,VRC SPRINGTIME STAKES
10/11/2012,328,2,WA,WATC,ASCT,LEE STEERE STAKES,1400,200000,3YO&Up,O,WFA,LEE STEERE STKS
10/11/2012,256,4,WA,WATC,ASCT,FAIRETHA STAKES,1400,80000,3-Y-O,C&G,SWP,FAIRETHA STKS
10/11/2012,114,4,WA,WATC,ASCT,ASCOT GOLD CUP,1800,80000,3YO&Up,O,Qlty,ASCOT GOLD CUP
17/11/2012,155,4,QLD,BRC,E FM,BRISBANE HANDICAP,1600,80000,O,O,Hcp,BRISBANE HANDICAP
17/11/2012,450,2,VIC,MRC,SAND,BETFAIR SANDOWN GUINEAS,1600,350000,3-Y-O,O,SW,SANDOWN GUINEAS
17/11/2012,449,2,VIC,MRC,SAND,ZIPPING CLASSIC,2400,350000,O,O,WFA,SANDOWN CLASSIC
17/11/2012,243,3,VIC,MRC,SAND,ECLIPSE STAKES,1800,150000,O,O,Qlty,ECLIPSE STAKES
17/11/2012,208,3,VIC,MRC,SAND,RACE-TECH STAKES,1500,150000,O,O,Qlty,SANDOWN STAKES
17/11/2012,666,4,VIC,MRC,SAND,KEVIN HEFFERNAN STAKES,1300,120000,O,O,WFA,KEVIN HEFFERNAN STAKES
17/11/2012,637,4,VIC,MRC,SAND,SUMMONED STAKES,1500,120000,4YO&Up,M,SWP,SUMMONED STAKES
17/11/2012,356,4,VIC,MRC,SAND,MERSON COOPER STAKES,1000,120000,2-Y-O,O,SW,MERSON COOPER STAKES
17/11/2012,355,4,VIC,MRC,SAND,TWILIGHT GLOW STAKES,1400,120000,3-Y-O,F,SWP,TWILIGHT GLOW STAKES
17/11/2012,535,3,WA,WATC,ASCT,R.J. PETERS STAKES,1500,125000,3YO&Up,O,Hcp,R J PETERS STKS
17/11/2012,188,3,WA,WATC,ASCT,W.A. CHAMPION FILLIES ST,1600,200000,3-Y-O,F,SW,CHAMPION FILLIES
21/11/2012,579,4,TAS,TTC,LAUN,TASMANIAN NEWMARKET HCP,1200,100000,O,O,Qlty,TTC NEWMARKET HANDICAP
24/11/2012,747,4,QLD,BTC,DOOM,KEITH NOUD HANDICAP,1200,100000,3YO&Up,O,Hcp,KEITH NOUD HANDICAP
24/11/2012,549,1,WA,WATC,ASCT,WINTERBOTTOM STAKES,1200,500000,3YO&Up,O,WFA,WINTERBOTTOM STKS
24/11/2012,43,1,WA,WATC,ASCT,RAILWAY STAKES,1600,1000000,3YO&Up,O,Qlty,RAILWAY STKS
24/11/2012,528,2,WA,WATC,ASCT,W.A. GUINEAS,1600,350000,3-Y-O,O,SW,WA GUINEAS
24/11/2012,698,4,WA,WATC,ASCT,JUNGLE MIST CLASSIC,1200,80000,3YO&Up,F&M,Qlty,JUNGLE MIST CLASSIC
24/11/2012,504,4,WA,WATC,ASCT,TATTERSALL'S CUP,2100,80000,3YO&Up,O,Qlty,WATC TATTERSALL'S CUP
24/11/2012,242,4,WA,WATC,ASCT,CARBINE OF WA STAKES,1400,80000,3YO&Up,O,Qlty,EASTER STKS
