MeetDate,G ID,Grp,State,Club,Venue,Current Race Name,Dist,Prize$$,Age,Sex,Cond,Registered Race Name,WINNER,SECOND,THIRD
5/12/2009,516,3,WA,WATC,ASCT,QUEEN'S CUP,2400,100000,3YO&Up,O,Qlty,G.A. TOWTON CUP,GONDORFF,MACHIENNE,ESROH
5/12/2009,260,4,NSW,STC,RHIL,FESTIVAL STAKES,1500,100000,O,O,Qlty,FESTIVAL HCP,RABBUKA,PARFUMIER,AHDASHIM
5/12/2009,718,4,QLD,BRC,DOOM,MODE QUALITY,1200,100000,3-Y-O,F,Qlty,MODE STAKES,SWISS ROSE,MADEITTOTHEMOON,MOAMA
12/12/2009,451,3,WA,WATC,ASCT,A.J. SCAHILL STAKES,1400,125000,3YO&Up,O,WFA,A J SCAHILL STKS,PROART,TARZI,ELLIOTTO
12/12/2009,197,4,NSW,STC,RHIL,CHRISTMAS CUP,2400,100000,3YO&Up,O,Qlty,CHRISTMAS CUP,SCOUTING WIDE,BRIGHT MIND,STAR RIPPER
12/12/2009,359,4,QLD,BRC,E FM,PHELAN READY PLATE,1200,100000,2-Y-O,C&G,SWP,PHELAN READY PLATE,JANTZEN,SPIRIT OF BOOM,GHOSTNTHEDARKNESS
12/12/2009,678,4,QLD,BRC,E FM,CALAWAY GAL PLATE,1200,100000,2-Y-O,F,SWP,CALAWAY GAL PLATE,MILITARY ROSE,DEMANDING MISS,RINGA RINGA ROSIE
12/12/2009,478,4,WA,WATC,ASCT,WA ST. LEGER,2100,100000,3YO&Up,O,WFA,WA ST LEGER,IMPRESSIVE JEUNEY,RED HOT CHOICE,THORN DANCER
12/12/2009,664,4,QLD,BRC,E FM,JUST NOW QUALITY,1300,75000,3YO&Up,F&M,Qlty,JUST NOW QUALITY,ALVERTA,FUHRNATIC,LA ZEEL
12/12/2009,614,4,WA,WATC,ASCT,STARSTRUCK CLASSIC,1600,75000,3YO&Up,F&M,Qlty,STARSTRUCK CLASSIC,CASTLETOWN KEYS,EXQUISITE TIMING,BRAVA FORTUNE
12/12/2009,201,4,SA,SAJC,MORP,CITY OF MARION STAKES,1200,70000,O,O,Qlty,CITY OF MARION STAKES,CATAPULTED,BLAHNIK,TRAMUNTANA
13/12/2009,291,4,VIC,MVRC,M V,ST. ALBANS STAKES,1000,100000,2-Y-O,O,SW,ST. ALBANS STAKES,ROULETTES,FLOKKATI,EBONY ROCK
19/12/2009,213,2,WA,WATC,ASCT,C.B. COX STAKES,2100,250000,3YO&Up,O,WFA,C B COX STKS,LORDS RANSOM,LARGO LAD,DANTE'S BANQUET
19/12/2009,527,2,NSW,AJC,RAND,VILLIERS STAKES,1600,150000,3YO&Up,O,Qlty,VILLIERS STAKES,PALACIO DE CRISTAL,PARFUMIER,SPINNEY
19/12/2009,235,4,QLD,BRC,DOOM,LOUGH NEAGH STAKES,1350,200000,O,O,Qlty,LOUGH NEAGH STAKES,GHETTO BLASTER,ZERO ROCK,KENNY'S WORLD
19/12/2009,619,4,NSW,AJC,RAND,RAZOR SHARP HCP,1200,100000,3YO&Up,O,Qlty,RAZOR SHARP HANDICAP,PRINCE BRAEMAN,NEWS ALERT,EGO'S DARE
19/12/2009,565,4,WA,WATC,ASCT,R.S. CRAWFORD STAKES,1000,100000,3YO&Up,O,Qlty,R.S. CRAWFORD STKS,STRATAZOA,VIZARD,VAIN RAIDER
20/12/2009,501,4,TAS,TRC,HOB,TASMANIAN STAKES,1600,80000,O,O,WFA,TASMANIAN STAKES,DREAM PEDLAR,WITH DECORUM,WEALTHY LAD
26/12/2009,705,3,QLD,BRC,DOOM,VO ROGUE PLATE,1350,150000,3-Y-O,O,SW,VO ROGUE PLATE,GRACEFUL ANNA,SOOT OUT,CHOISTAR
26/12/2009,488,3,NSW,AJC,RAND,SUMMER CUP,2400,125000,3YO&Up,O,Hcp,SUMMER CUP,SOLID BILLING,ZAZABEAU,ROCKWOOD
26/12/2009,142,4,QLD,BRC,DOOM,BERNBOROUGH HANDICAP,1615,200000,O,O,Qlty,BERNBOROUGH HANDICAP,JOKU,ALVERTA,ABSENT FRIENDS
26/12/2009,558,4,QLD,BRC,DOOM,BJ MCLACHLAN PLATE,1200,150000,2-Y-O,O,SW,BJ MCLACHLAN PLATE,MILITARY ROSE,MARKING TIME,STARTSMEUP
26/12/2009,198,4,VIC,MRC,CAUL,CHRISTMAS STAKES,1200,100000,O,O,Hcp,CHRISTMAS STAKES,HERE DE ANGELS,TRAMUNTANA,TIME MATTERS
26/12/2009,311,4,VIC,MRC,CAUL,LORD STAKES,1700,100000,O,O,Hcp,LORD STAKES,SADALBARI,SOUND JOURNEY,ITS PRINCE
26/12/2009,699,4,WA,WATC,ASCT,LA TRICE CLASSIC,1800,75000,3YO&Up,F&M,SWP,LA TRICE CLASSIC,IMPRESSIVE JEUNEY,ROCK MY PAGO,BROADWAY BELLE
26/12/2009,29,4,SA,SAJC,MORP,CHRISTMAS HANDICAP,1400,70000,O,O,Qlty,CHRISTMAS HANDICAP,SHEKINAAR,HIDDEN ENERGY,MOMENT IN TIME
1/01/2010,44,2,WA,WATC,ASCT,PERTH CUP,2400,400000,O,O,Qlty,PERTH CUP,LORD RANSOM,MA CHIENNE,LARGO LAD
1/01/2010,480,3,VIC,VRC,CAUL,STANDISH HANDICAP,1200,200000,O,O,Hcp,STANDISH HANDICAP,ROYAL IDA,BELTROIS,JUGGLE THE BOOKS
1/01/2010,125,4,VIC,VRC,CAUL,BAGOT HANDICAP,2800,150000,O,O,Hcp,BAGOT HANDICAP,ATLANTIC AIR,APPREHEND,GRAND DESTINY
1/01/2010,175,4,NSW,TATTS (NSW),RAND,CARRINGTON STAKES,1100,100000,3YO&Up,O,Qlty,CARRINGTON STAKES,COURT,PRINCE BRAEMAN,PINS ON PARADE
1/01/2010,502,4,NSW,TATTS (NSW),RAND,TATTERSALLS CLUB CUP,2000,100000,3YO&Up,O,Qlty,TATTERSALLS CLUB CUP,RAINBOW STYLING,HAIRY,SPINNEY
1/01/2010,640,4,QLD,GOLD COAST TC,GCST,GOLDMARKET HANDICAP,1300,100000,O,O,Qlty,GOLDMARKET HANDICAP,BAQABA,HARD TO CATCH,COCKTAIL SUPREME
1/01/2010,700,4,WA,WATC,ASCT,SUMMER SCORCHER,1000,100000,3YO&Up,O,Qlty,SUMMER SCORCHER,MA MA MACHINE,PRO ART,NOLLAMARA
3/01/2010,499,4,TAS,TTC,LAUN,BETFAIR TASMANIAN GUINEAS,1600,80000,3-Y-O,O,SW,TASMANIAN GUINEAS,EXCUSE MY FRENCH,GEEGEES BLACKFLASH,EBBING
9/01/2010,236,4,VIC,MRC,CAUL,DOVETON STAKES,1200,100000,O,O,Hcp,DOVETON STAKES,BELTRIOS,GOING SPENDING,MISS MATARI
14/01/2010,621,4,NSW,STC,CANT,CANTERBURY CLASSIC,1100,100000,3YO&Up,O,Qlty,CANTERBURY CLASSIC,NEWS ALERT,PINWHEEL,KENNY'S WORLD
16/01/2010,194,4,VIC,VRC,FLEM,CHESTER MANIFOLD STAKES,1410,150000,O,O,Hcp,CHESTER MANIFOLD STAKES,DANZYLUM,TIME MATTERS,BERRINGAMA
16/01/2010,267,4,NSW,STC,RHIL,FRANK UNDERWOOD CUP,2000,100000,3YO&Up,O,Qlty,FRANK UNDERWOOD CUP,RABBUKA,SPINNEY,ZAVITE
16/01/2010,645,4,VIC,VRC,FLEM,KENSINGTON STAKES,1000,100000,O,O,Hcp,KENSINGTON STAKES,SILVER BULLION,ARINOS,COMMON INTEREST
17/01/2010,679,4,QLD,SUN COAST TC,SCST,SUMMER CUP,1400,100000,O,O,Hcp,SUMMER CUP,BARLINNIE,VOICE COMMANDER,SOMMERSEA DRIVE
17/01/2010,608,4,TAS,TRC,HOB,HOBART GUINEAS,2100,80000,3-Y-O,O,SW,HOBART GUINEAS,EXCUSE MY FRENCH,GEEGEES BLACKFLASH,CATWEN BOY
22/01/2010,559,2,VIC,MVRC,M V,ESSENDON CARLYON ST.,1200,200000,3YO&Up,O,WFA,STANLEY WOOTTON STAKES,BLACK CAVIAR,HERE DE ANGELS,LA ROCKET
23/01/2010,706,4,QLD,BRC,E FM,NUDGEE QUALITY,1200,100000,3YO&Up,F&M,Qlty,NUDGEE QUALITY,PLAIN MAGIC,KRYPTELON,ALVERTA
24/01/2010,218,4,TAS,TRC,HOB,PREMIUM STAKES,1200,80000,O,O,WFA,PREMIUM STAKES,TWENTY GRAND,CHAIRMANOFTHEBOARD,RELENTLESS PURSUIT
26/01/2010,109,4,NSW,AJC,RAND,AUSTRALIA DAY CUP,2400,100000,3YO&Up,O,Hcp,AUSTRALIA DAY CUP,FAIRYGEM,RAINBOW STYLING,COME ON CUGAT
26/01/2010,130,4,VIC,MRC,CAUL,BARTON STAKES,1400,100000,O,O,Hcp,BARTON STAKES,JOKU,DANZYLUM,ZARITA
26/01/2010,316,4,VIC,MRC,CAUL,KEVIN HAYES STAKES,1200,100000,3-Y-O,F,SWP,BORONIA STAKES,SET FOR FAME,ALOHA,DYSTOPIA
26/01/2010,447,4,VIC,MRC,CAUL,BLUE DIAMOND PREVIEW (C&G),1000,100000,2-Y-O,C&G,SWP,BLUE DIAMOND PREVIEW C&G,INNOCENT GAMBLE,MARMAA,PELLIZOTTI
26/01/2010,448,4,VIC,MRC,CAUL,BLUE DIAMOND PREVIEW (F),1000,100000,2-Y-O,F,SWP,BLUE DIAMOND PREVIEW FILLY,CRYSTAL LILY,SHAAHEQ,WARM LOVE
26/01/2010,563,4,VIC,MRC,CAUL,ZEDITAVE STAKES,1200,100000,3-Y-O,C&G,SWP,ZEDITAVE STAKES,DENMAN,CARRARA,SPACECRAFT
30/01/2010,332,1,VIC,VRC,FLEM,LIGHTNING STAKES,1000,500000,O,O,WFA,VRC LIGHTNING STAKES,NICCONI,WANTED,SHELLSCRAPE
30/01/2010,498,3,TAS,TRC,HOB,TASMANIAN DERBY,2200,200000,3-Y-O,O,SW,TASMANIAN DERBY,GEEGEES BACKFLASH,KINNERSLEY,COULIS
30/01/2010,226,3,VIC,VRC,FLEM,THE DEBONAIR,1200,200000,3-Y-O,C&G,SWP,THE DEBONAIR,TAKE THE RAP,ENCOSTA BELIEF,EXTRA ZERO
30/01/2010,524,3,VIC,VRC,FLEM,THE VANITY,1200,200000,3-Y-O,F,SWP,THE VANITY,TALLOW,MISTY BLUE,ABSOLUTE FAITH
30/01/2010,692,4,TAS,TRC,HOB,BOW MISTRESS TROPHY,1200,120000,3YO&UP,F&M,WFA,BOW MISTRESS TROPHY,DOLLOPS,MOULIN ROUGE,FLYING RUBY
30/01/2010,496,4,VIC,VRC,FLEM,TALINDERT STAKES,1000,100000,2-Y-O,O,SWP,TALINDERT STAKES,STAR WITNESS,TRICKY TRICKY,WILLOW CREEK
30/01/2010,497,4,TAS,TRC,HOB,ELWICK 2 YO STAKES,1100,80000,2-Y-O,O,SW,ELWICK STAKES,RADHA RANI,BEAU VALLON,I AM MAGIC
30/01/2010,596,4,WA,WATC,ASCT,DETONATOR STAKES,1800,75000,3YO&Up,O,Qlty,DETONATOR HCP,STAR RISCA,GUYNO,NELLIE GOT THERE
30/01/2010,31,4,SA,SAJC,MORP,BIRTHDAY CUP,1800,70000,O,O,Qlty,BIRTHDAY CUP,ZAGREB,TUSCANY VIEW,SWOOPER
6/02/2010,393,1,VIC,MRC,CAUL,C.F.ORR STAKES,1400,400000,O,O,WFA,C.F. ORR STAKES,TYPHOON TRACY,HEART OF DREAMS,SIRMOINE
6/02/2010,254,2,NSW,STC,RHIL,EXPRESSWAY STAKES,1200,200000,3YO&Up,O,WFA,EXPRESSWAY STAKES,RANGIRANGDOO,DAO DAO,MCCLINTOCK
6/02/2010,178,3,VIC,MRC,CAUL,BLUE DIAMOND PRELUDE (C&G),1100,125000,2-Y-O,C&G,SW,BLUE DIAMOND PRELUDE C&G,BENETEAU,GENERAL TRUCE,THEGREATANDTHEGOOD
6/02/2010,179,3,VIC,MRC,CAUL,BLUE DIAMOND PRELUDE (F),1100,125000,2-Y-O,F,SW,BLUE DIAMOND PRELUDE FLLY,PSYCHOLOGIST,SHE'S GOT GEARS,JALSAH
6/02/2010,576,3,VIC,MRC,CAUL,RUBITON STAKES,1100,125000,O,O,SWP,RUBITON STAKES,HERE DE ANGELS,LUCKY SECRET,ROSTOVA
6/02/2010,661,3,VIC,MRC,CAUL,GEOFFREY BELMAINE STAKES,1200,125000,4YO&Up,M,SWP,GEOFFREY BELMAINE STAKES,VELOCITEA,VALENTINE MISS,MARGHAM
6/02/2010,452,4,VIC,MRC,CAUL,MANFRED STAKES,1400,100000,3-Y-O,O,SWP,MANFRED STAKES,DENMAN,CARRARA,MOST IMMEDIATE
6/02/2010,220,4,WA,WATC,ASCT,CYRIL FLOWER STAKES,1200,75000,3YO&Up,O,Qlty,CYRIL FLOWER STKS,HADABECLOAKA,BALLROOM CROWN,MOCCASIN BLEND
8/02/2010,40,3,TAS,TRC,HOB,HOBART CUP,2200,400000,O,O,Hcp,HOBART CUP,GROWL,DE FINE LAGO,DREAM PEDLAR
