track_short,track_full,state_short,state_full,city_short,city_full
KALG,Kalgoorlie,WA,Western Australia,W,Western Australia
RAND
FLEM
CAUL
RHIL
ASCT
MORP
DOOM
E FM
M V
BLMT
GCST
SAND
HOB
LAUN
WFM
SCST
NCLE
HAWK
SCNE
GOSF
MORPP
CANB
BUNB
IPSW
KALG
W FM
MORN
PINJ
GEEL
WYNG
WARN
GRAF
BEND
NTHM
TWBA
CANT
OAKB
BKVA
MBRID
KILM
SEYM
WAGG
BRAT
MV
CRAN
KEMB
WERR
ALB
KENS
SALE
SCTC
PAK
GCTC
ALBR
K GR
CANT (N)
