MeetDate,G ID,Grp,State,Club,Venue,Current Race Name,Dist,Prize$$,Age,Sex,Cond,Registered Race Name
20/08/2011,586,4,VIC,MVRC,M V,WILLIAM CROCKETT STAKES,1200,100000,3-Y-O,F,SWP,WILLIAM CROCKET STAKES
20/08/2011,534,2,NSW,ATC,WFM,WARWICK STAKES,1400,175000,3YO&Up,O,WFA,WARWICK STAKES
20/08/2011,523,3,NSW,ATC,WFM,UP AND COMING STAKES,1300,125000,3-Y-O,O,Qlty,UP AND COMING STAKES
20/08/2011,460,3,NSW,ATC,WFM,SILVER SHADOW STAKES,1200,125000,3-Y-O,F,SWP,SILVER SHADOW STAKES
20/08/2011,249,4,SA,SAJC,MORPP,PENNY EDITION STAKES,1400,80000,O,O,WFA,PENNY EDITION STAKES
20/08/2011,741,4,VIC,MVRC,MV,MVRC FUTURE STARS SPRINT,1000,100000,3YO&Up,O,SWP,MVRC FUTURE STARS SPRINT
27/08/2011,704,3,NSW,ATC,RHIL,THE RUN TO THE ROSES,1200,125000,3-Y-O,O,SWP,THE RUN TO THE ROSES
27/08/2011,694,4,VIC,MRC,CAUL,THE HEATH 1100,1100,100000,O,O,SWP,THE HEATH 1100
27/08/2011,597,3,VIC,MRC,CAUL,HDF MCNEIL STAKES,1200,125000,3-Y-O,O,SWP,H.D.F. McNEIL STAKES
27/08/2011,434,4,NSW,ATC,RHIL,PREMIER'S CUP,1800,100000,3YO&Up,O,Qlty,PREMIER'S CUP
27/08/2011,353,2,VIC,MRC,CAUL,MEMSIE STAKES,1400,200000,3YO&Up,O,WFA,MEMSIE STAKES
27/08/2011,301,4,VIC,MRC,CAUL,HEATHERLIE HANDICAP,1700,100000,O,O,Hcp,HEATHERLIE HANDICAP
31/08/2011,568,4,SA,BALAKLAVA RC,BKVA,BALAKLAVA CUP,1600,80000,O,O,Qlty,BALAKLAVA CUP
2/09/2011,671,4,NSW,WYONG RC,WYNG,MONA LISA STAKES,1350,100000,O,F&M,SWP,MONA LISA STAKES
2/09/2011,595,4,NSW,WYONG RC,WYNG,WYONG GOLD CUP,2100,120000,O,O,Qlty,WYONG GOLD CUP
3/09/2011,720,4,VIC,VRC,FLEM,EXFORD PLATE,1400,125000,3-Y-O,O,SWP,EXFORD PLATE
3/09/2011,588,3,NSW,TATTS (NSW),RAND,CONCORDE STAKES,1100,125000,3YO&Up,O,Qlty,CONCORDE STAKES
3/09/2011,517,3,NSW,TATTS (NSW),RAND,TRAMWAY HCP,1400,125000,3YO&Up,O,Qlty,TRAMWAY HANDICAP
3/09/2011,360,2,VIC,VRC,FLEM,LET'S ELOPE STAKES,1400,200000,4YO&Up,M,SWP,MILADY STAKES
3/09/2011,270,2,NSW,TATTS (NSW),RAND,FURIOUS STAKES,1400,175000,3-Y-O,F,SW,FURIOUS STAKES
3/09/2011,257,4,WA,WATC,BLMT,FARNLEY STAKES,1400,80000,3YO&Up,O,Qlty,FARNLEY STKS
3/09/2011,214,2,VIC,VRC,FLEM,MAKYBE DIVA STAKES,1600,400000,O,O,WFA,MAKYBE DIVA STAKES
3/09/2011,638,4,VIC,VRC,FLEM,PARIS LANE STAKES,1400,125000,4YO&Up,O,Hcp,PARIS LANE STAKES
3/09/2011,192,2,NSW,TATTS (NSW),RAND,CHELMSFORD STAKES,1600,175000,3YO&Up,O,WFA,CHELMSFORD STAKES
3/09/2011,166,4,NSW,TATTS (NSW),RAND,MING DYNASTY QUALITY HCP,1400,100000,3-Y-O,C&G,Qlty,MING DYNASTY QUALITY HCP
3/09/2011,150,3,VIC,VRC,FLEM,BOBBIE LEWIS QUALITY,1200,200000,4YO&Up,O,Qlty,BOBBIE LEWIS QUALITY
3/09/2011,145,2,VIC,VRC,FLEM,DANEHILL STAKES,1200,250000,3-Y-O,O,SWP,DANEHILL STAKES
3/09/2011,739,4,VIC,VRC,FLEM,VRC SPRING FILLIES HANDICAP,1100,100000,3-Y-O,F,Hcp,VRC SPRING FILLIES HANDICAP
10/09/2011,670,1,NSW,ATC,RHIL,GOLDEN ROSE STAKES,1400,1000000,3-Y-O,O,SW,GOLDEN ROSE STAKES
10/09/2011,663,4,NSW,ATC,RHIL,SHERACO STAKES,1100,100000,3YO&Up,F&M,Qlty,SHERACO STAKES
10/09/2011,651,3,VIC,MVRC,M V,MCEWEN STAKES,1000,200000,O,O,WFA,IAN McEWEN TROPHY
10/09/2011,599,2,VIC,MVRC,M V,W H STOCKS STAKES,1600,200000,4YO&Up,M,WFA,W H STOCKS STAKES
10/09/2011,550,4,SA,SAJC,MORP,W H WYLIE HANDICAP,1100,80000,O,O,Qlty,W H WYLIE HANDICAP
10/09/2011,507,2,NSW,ATC,RHIL,THEO MARKS STAKES,1300,200000,3YO&Up,O,Qlty,THEO MARKS STAKES
10/09/2011,373,4,SA,SAJC,MORP,LINDSAY PARK GUINEAS,1600,80000,3-Y-O,F,SW,MORPHETTVILLE GUINEAS
10/09/2011,324,3,NSW,ATC,RHIL,KINGSTON TOWN STAKES,2000,125000,3YO&Up,O,Qlty,KINGSTON TOWN STAKES
10/09/2011,258,2,VIC,MVRC,M V,DATO' TAN CHIN NAM STAKES,1600,400000,O,O,WFA,JOHN F FEEHAN STAKES
11/09/2011,609,4,WA,KALG-BOU RC,KALG,BOULDER CUP,1760,100000,O,O,Qlty,BOULDER CUP
14/09/2011,473,3,NSW,NEWCASTLE JC,NCLE,SPRING STAKES,1600,175000,3-Y-O,O,SW,NJC 3YO SPRING STAKES
14/09/2011,296,4,WA,KALG-BOU RC,KALG,HANNAN'S HANDICAP,1400,130000,O,O,Qlty,HANNANS HANDICAP
14/09/2011,160,3,NSW,NEWCASTLE JC,NCLE,CAMERON HCP,1500,150000,O,O,Hcp,CAMERON HANDICAP
15/09/2011,672,4,NSW,NEWCASTLE JC,NCLE,TIBBIE STAKES,1400,100000,O,F&M,SWP,TIBBIE PLATE
15/09/2011,381,3,NSW,NEWCASTLE JC,NCLE,NEWCASTLE CUP,2300,185000,O,O,Hcp,NEWCASTLE GOLD CUP
17/09/2011,656,3,VIC,MRC,CAUL,HOW NOW STAKES,1200,125000,4YO&Up,M,SWP,HOW NOW STAKES
17/09/2011,582,3,NSW,ATC,RAND,BILL RITCHIE HANDICAP,1400,125000,3YO&Up,O,Qlty,BILL RITCHIE HANDICAP
17/09/2011,521,1,VIC,MRC,CAUL,UNDERWOOD STAKES,1800,350000,3YO&Up,O,WFA,UNDERWOOD STAKES
17/09/2011,506,2,NSW,ATC,RAND,TEA ROSE STAKES,1500,175000,3-Y-O,F,SW,TEA ROSE STAKES
17/09/2011,464,4,NSW,ATC,RAND,HERITAGE STAKES,1100,100000,3-Y-O,O,SWP,HERITAGE STAKES
17/09/2011,457,2,NSW,ATC,RAND,THE SHORTS,1200,200000,3YO&Up,O,SWP,THE SHORTS
17/09/2011,440,3,VIC,MRC,CAUL,NATURALISM STAKES,2000,125000,O,O,Qlty,NATURALISM STAKES
17/09/2011,319,4,WA,KALG-BOU RC,KALG,KALGOORLIE GOLD CUP,2300,150000,O,O,Qlty,KALGOORLIE CUP
17/09/2011,308,2,NSW,ATC,RAND,HILL STAKES,2000,200000,3YO&Up,O,WFA,HILL STAKES
17/09/2011,300,3,VIC,MRC,CAUL,SCHWEPPES THOUSAND GUINEAS PRELUDE,1400,125000,3-Y-O,F,SWP,TRANQUIL STAR STAKES
17/09/2011,281,3,NSW,ATC,RAND,GLOAMING STAKES,1800,200000,3-Y-O,O,SW,GLOAMING STAKES
17/09/2011,276,1,NSW,ATC,RAND,GEORGE MAIN STAKES,1600,350000,3YO&Up,O,WFA,GEORGE MAIN STAKES
24/09/2011,721,4,VIC,MRC,CAUL,TESTA ROSSA STAKES,1200,100000,O,O,Hcp,TESTA ROSSA STAKES
24/09/2011,653,3,NSW,ATC,RHIL,RESEARCH STAKES (THE GOLDEN PENDANT),1200,125000,3YO&Up,F&M,SWP,GOLDEN PENDANT
24/09/2011,570,4,NSW,ATC,RHIL,DULCIFY 3YO QUALITY HCP,1900,100000,3-Y-O,O,Qlty,DULCIFY QUALITY HCP
24/09/2011,479,2,NSW,ATC,RHIL,STAN FOX STAKES,1500,175000,3-Y-O,O,SW,STAN FOX STAKES
24/09/2011,458,3,VIC,MRC,CAUL,THE AGE CAULFIELD GUINEAS PRELUDE,1400,175000,3-Y-O,C&G,SWP,CAULFIELD GUINEAS PRELUDE
24/09/2011,454,2,NSW,ATC,RHIL,SHANNON STAKES,1500,175000,3YO&Up,O,Qlty,SHANNON STAKES
24/09/2011,427,4,NSW,ATC,RHIL,REGINALD ALLEN QLTY HCP,1400,100000,3-Y-O,F,Qlty,REGINALD ALLEN QUALITY
24/09/2011,348,1,VIC,MRC,CAUL,SIR RUPERT CLARKE STAKES,1400,350000,O,O,Hcp,INVITATION STAKES
24/09/2011,209,3,NSW,ATC,RHIL,COLIN STEPHEN QUALITY,2400,125000,3YO&Up,O,Qlty,COLIN STEPHEN QLTY HCP
24/09/2011,508,4,SA,SAJC,MORP,TOKYO CITY CUP,1800,80000,O,O,Qlty,TOKYO CITY CUP
30/09/2011,641,3,VIC,MVRC,M V,JRA CUP,2040,200000,O,O,Qlty,JRA CUP
30/09/2011,525,3,VIC,MVRC,M V,CHAMPAGNE STAKES,1200,150000,3-Y-O,F,SW,MV CHAMPAGNE STAKES
30/09/2011,369,2,VIC,MVRC,M V,BILL STUTT STAKES,1600,200000,3-Y-O,O,SW,MOONEE VALLEY STAKES
30/09/2011,343,1,VIC,MVRC,M V,MANIKATO STAKES,1200,500000,O,O,WFA,MANIKATO STAKES
1/10/2011,433,2,NSW,ATC,RAND,ROMAN CONSUL STAKES,1200,175000,3-Y-O,O,SW,ROMAN CONSUL STKS
1/10/2011,407,2,NSW,ATC,RAND,PREMIERE STAKES,1200,200000,3YO&Up,O,WFA,PREMIERE STAKES
1/10/2011,279,4,NSW,ATC,RAND,GIMCRACK STAKES,1000,100000,2-Y-O,F,SW,AJC GIMCRACK STKS
1/10/2011,261,1,NSW,ATC,RAND,FLIGHT STAKES,1600,400000,3-Y-O,F,SW,FLIGHT STAKES
1/10/2011,216,3,NSW,ATC,RAND,CRAVEN PLATE,2000,125000,O,O,WFA,CRAVEN PLATE
1/10/2011,153,4,NSW,ATC,RAND,BREEDERS' PLATE,1000,100000,2-Y-O,C&G,SW,BREEDERS PLATE
1/10/2011,23,1,NSW,ATC,RAND,SPRING CHAMPION STAKES,2000,400000,3-Y-O,O,SW,SPRING CHAMPION STAKES
1/10/2011,16,1,NSW,ATC,RAND,THE METROPOLITAN,2400,400000,3YO&Up,O,Hcp,THE METROPOLITAN
1/10/2011,14,1,NSW,ATC,RAND,EPSOM HCP,1600,500000,3YO&Up,O,Hcp,EPSOM HANDICAP
1/10/2011,743,4,VIC,MORN RC,MORN,R.M ANSETT CLASSIC,2400,100000,3YO&Up,O,Hcp,R.M ANSETT CLASSIC
2/10/2011,713,4,VIC,VRC,FLEM,THE BART CUMMINGS,2500,200000,O,O,Qlty,THE BART CUMMINGS
2/10/2011,712,4,VIC,VRC,FLEM,SUPER IMPOSE PLATE,1800,150000,3-Y-O,O,SWP,SUPER IMPOSE PLATE
2/10/2011,590,2,VIC,VRC,FLEM,ROSE OF KINGSTON STAKES,1400,200000,4YO&Up,M,SWP,ROSE OF KINGSTON STAKES
2/10/2011,519,1,VIC,VRC,FLEM,TURNBULL STAKES,2000,500000,4YO&Up,O,SWP,TURNBULL STAKES
2/10/2011,442,2,VIC,VRC,FLEM,GILGAI STAKES,1200,250000,O,O,SWP,BAGUETTE STAKES
2/10/2011,346,4,VIC,VRC,FLEM,MARIBYRNONG TRIAL STAKES,1000,100000,2-Y-O,O,SW,MARIBYRNONG TRIAL STAKES
2/10/2011,244,2,VIC,VRC,FLEM,EDWARD MANIFOLD STAKES,1600,250000,3-Y-O,F,SW,EDWARD MANIFOLD STAKES
2/10/2011,205,4,VIC,VRC,FLEM,POSEIDON STAKES,1400,150000,3-Y-O,O,SWP,POSEIDON STAKES
2/10/2011,144,4,WA,WATC,BLMT,BIRTHDAY STAKES,1200,80000,3YO&Up,O,Qlty,BIRTHDAY STKS
8/10/2011,695,4,VIC,MRC,CAUL,NORTHWOOD PLUME STAKES,1200,100000,4YO&Up,M,SWP,NORTHWOOD PLUME STAKES
8/10/2011,618,4,NSW,ATC,RHIL,ANGST STAKES,1400,100000,4YO&Up,M,SWP,ANGST QUALITY HCP
8/10/2011,509,3,VIC,MRC,CAUL,THOROUGHBRED CLUB STAKES,1200,125000,3-Y-O,F,SWP,THOROUGHBRED CLUB STAKES
8/10/2011,309,4,SA,SAJC,MORP,HILL SMITH STAKES,1800,80000,3-Y-O,O,SW,HILL SMITH STAKES
8/10/2011,305,2,VIC,MRC,CAUL,HERBERT POWER STAKES,2400,200000,O,O,Qlty,HERBERT POWER STAKES
8/10/2011,245,1,VIC,MRC,CAUL,TOORAK HANDICAP,1600,350000,O,O,Hcp,TOORAK HANDICAP
8/10/2011,196,2,VIC,MRC,CAUL,SCHILLACI STAKES,1000,200000,3YO&Up,O,WFA,SCHILLACI STAKES
8/10/2011,181,1,VIC,MRC,CAUL,CAULFIELD STAKES,2000,400000,3YO&Up,O,WFA,CAULFIELD STAKES
8/10/2011,11,1,VIC,MRC,CAUL,THE AGE CAULFIELD GUINEAS,1600,1000000,3-Y-O,O,SW,CAULFIELD GUINEAS
9/10/2011,215,4,VIC,CRANBOURNE TC,CRAN,CRANBOURNE CUP,2025,150000,O,O,Hcp,CRANBOURNE CUP
12/10/2011,710,4,VIC,MRC,CAUL,LADIES DAY VASE,1600,100000,4YO&Up,M,SWP,LADIES DAY VASE
12/10/2011,510,1,VIC,MRC,CAUL,SCHWEPPES THOUSAND GUINEAS,1600,500000,3-Y-O,F,SW,THE THOUSAND GUINEAS
12/10/2011,338,4,SA,MURR BDGE RC,MBRID,MURRAY BRIDGE GOLD CUP,1600,80000,O,O,Qlty,LORD MAYORS MILE
12/10/2011,227,4,VIC,MRC,CAUL,DEBUTANTS STAKES,1000,100000,2-Y-O,O,SW,DEBUTANT STAKES
15/10/2011,728,4,VIC,MRC,CAUL,ETHEREAL STAKES,2000,100000,3-Y-O,F,Hcp,ETHEREAL STAKES
15/10/2011,617,4,NSW,ATC,RAND,THE NIVISON,1200,100000,4YO&Up,M,SWP,THE NIVISON
15/10/2011,581,3,VIC,MRC,CAUL,BETFAIR STAKES,1400,125000,4YO&Up,O,Hcp,MOONGA STAKES
15/10/2011,561,2,VIC,MRC,CAUL,HARROLDS TRISTARC STAKES,1400,175000,4YO&Up,M,SWP,TRISTARC STAKES
15/10/2011,462,4,NSW,CITY TATTS,RAND,BRIAN CROWLEY STAKES,1200,100000,3-Y-O,O,SWP,BRIAN CROWLEY STAKES
15/10/2011,384,3,VIC,MRC,CAUL,NORMAN ROBINSON STAKES,2000,125000,3-Y-O,O,SWP,NORMAN ROBINSON STAKES
15/10/2011,378,2,VIC,MRC,CAUL,CAULFIELD SPRINT,1100,200000,O,O,Hcp,CAULFIELD SPRINT
15/10/2011,372,4,SA,SAJC,MORP,DURBRIDGE STAKES,1200,80000,O,O,WFA,DURBRIDGE STAKES
15/10/2011,354,4,VIC,MRC,CAUL,GOTHIC STAKES,1400,100000,3-Y-O,C&G,SWP,GOTHIC STAKES
15/10/2011,211,3,VIC,MRC,CAUL,DAVID JONES CUP,2000,125000,O,O,Hcp,COONGY HANDICAP
15/10/2011,203,4,NSW,CITY TATTS,RAND,CITY TATTS LIGHTNING HCP,1100,100000,3YO&Up,O,Hcp,CITY TATT'S LIGHTNING
15/10/2011,202,4,NSW,CITY TATTS,RAND,CITY TATT'S CLUB CUP,2400,100000,3YO&Up,O,Hcp,CITY TATT'S CLUB CUP
15/10/2011,133,4,WA,WATC,ASCT,BELGRAVIA STAKES,1200,80000,3-Y-O,O,SWP,BELGRAVIA STKS
15/10/2011,108,4,WA,WATC,ASCT,NORTHERLY STAKES,1400,80000,3YO&Up,O,Hcp,NORTHERLY STKS
15/10/2011,4,1,VIC,MRC,CAUL,BMW CAULFIELD CUP,2400,2500000,O,O,Hcp,CAULFIELD CUP
16/10/2011,594,4,VIC,SEYMOUR RC,SEYM,SEYMOUR CUP,1600,120000,O,O,Hcp,SEYMOUR CUP
16/10/2011,134,4,NSW,GOSFORD RC,GOSF,BELLE OF THE TURF STAKES,1600,100000,3YO&Up,F&M,Hcp,BELLE OF THE TURF STAKES
19/10/2011,275,3,VIC,GEELONG RC,GEEL,GEELONG CUP,2400,200000,O,O,Hcp,GEELONG CUP
19/10/2011,231,4,VIC,GEELONG RC,GEEL,GEELONG CLASSIC,2200,100000,3-Y-O,O,SWP,DERBY TRIAL STAKES
22/10/2011,587,3,VIC,MVRC,M V,TESIO STAKES,1600,150000,4YO&Up,M,Hcp,TESIO STAKES
22/10/2011,536,2,VIC,MVRC,M V,CRYSTAL MILE,1600,200000,O,O,Hcp,CRYSTAL MILE
22/10/2011,425,3,VIC,MVRC,M V,RED ANCHOR STAKES,1200,150000,3-Y-O,O,SWP,RED ANCHOR STAKES
22/10/2011,409,3,WA,WATC,ASCT,PRINCE OF WALES STAKES,1200,125000,3YO&Up,O,WFA,PRINCE OF WALES STKS
22/10/2011,368,2,VIC,MVRC,M V,MOONEE VALLEY GOLD CUP,2500,250000,4YO&Up,O,SWP,MOONEE VALLEY GOLD CUP
22/10/2011,363,2,VIC,MVRC,M V,SCHWEPPES STAKES,1200,300000,O,O,WFA,A.J. MOIR STAKES
22/10/2011,304,2,VIC,MVRC,M V,The MV VASE,2040,200000,3-Y-O,O,SW,THE MV VASE
22/10/2011,263,4,VIC,MVRC,M V,ALEXANDRA STAKES,1600,100000,3-Y-O,F,Hcp,ALEXANDRA STAKES
22/10/2011,2,1,VIC,MVRC,M V,TATTS COX PLATE,2040,3000000,3YO&Up,O,WFA,W S COX PLATE
23/10/2011,733,4,WA,NORTHAM RC,NTHM,NORTHAM CUP,1600,100000,3YO&Up,O,Qlty,NORTHAM CUP
26/10/2011,141,4,VIC,BJC,BEND,BENDIGO CUP,2200,150000,O,O,Hcp,BENDIGO CUP
29/10/2011,560,1,VIC,VRC,FLEM,MYER CLASSIC,1600,500000,3YO&Up,F&M,WFA,EMPIRE ROSE STAKES
29/10/2011,531,2,VIC,VRC,FLEM,WAKEFUL STAKES,2000,300000,3-Y-O,F,SWP,WAKEFUL STAKES
29/10/2011,341,1,VIC,VRC,FLEM,MACKINNON STAKES,2000,1000000,O,O,WFA,LKS MACKINNON STAKES
29/10/2011,334,2,VIC,VRC,FLEM,SEPPELT SALINGER STAKES,1200,300000,O,O,HCP,LINLITHGOW STAKES
29/10/2011,290,3,VIC,VRC,FLEM,YALLAMBEE STUD STAKES,1400,250000,O,O,Hcp,CHATHAM STAKES
29/10/2011,222,3,VIC,VRC,FLEM,LEXUS STAKES,2500,250000,O,O,Qlty,HOTHAM HANDICAP
29/10/2011,168,3,VIC,VRC,FLEM,CARBINE CLUB STAKES,1600,250000,3-Y-O,O,SWP,VRC CARBINE CLUB STAKES
29/10/2011,158,4,WA,WATC,ASCT,BURGESS QUEEN STAKES,1400,80000,3-Y-O,F,SWP,BURGESS QUEEN STKS
29/10/2011,135,3,WA,WATC,ASCT,ASIAN BEAU STAKES,1400,125000,3YO&Up,O,Hcp,ASIAN BEAU STKS
29/10/2011,117,1,VIC,VRC,FLEM,COOLMORE STUD STAKES,1200,500000,3-Y-O,O,SW,ASCOT VALE STAKES
29/10/2011,6,1,VIC,VRC,FLEM,VICTORIA DERBY,2500,1500000,3-Y-O,O,SW,VICTORIA DERBY
1/11/2011,696,3,VIC,VRC,FLEM,MAYBE MAHAL STAKES,1400,150000,4YO&Up,M,SWP,MAYBE MAHAL STAKES
1/11/2011,491,4,VIC,VRC,FLEM,DESIRABLE STAKES,1400,150000,3-Y-O,F,SWP,DESIRABLE STAKES
1/11/2011,293,4,VIC,VRC,FLEM,MELBOURNE CUP DAY PLATE,1800,150000,O,O,Hcp,MELBOURNE CUP DAY PLATE
1/11/2011,210,3,WA,WATC,ASCT,COLONEL REEVES STAKES,1100,125000,3YO&Up,O,Qlty,COLONEL REEVES
1/11/2011,159,4,VIC,VRC,FLEM,OTTAWA STAKES,1000,100000,2-Y-O,F,SW,OTTAWA STAKES
1/11/2011,1,1,VIC,VRC,FLEM,EMIRATES MELBOURNE CUP,3200,6000000,O,O,Hcp,MELBOURNE CUP
1/11/2011,745,4,VIC,VRC,FLEM,VRC CUP DAY SPRINT,1200,100000,3YO&Up,O,Hcp,VRC CUP DAY SPRINT
3/11/2011,722,4,VIC,VRC,FLEM,BEGONIA BELLE STAKES,1100,150000,O,M,SWP,BEGONIA BELLE STAKES
3/11/2011,673,4,NSW,HAWKESBURY RC,HAWK,YALUMBA CUP,1300,100000,O,O,Hcp,SAFILO CUP
3/11/2011,426,4,VIC,VRC,FLEM,RED ROSES STAKES,1200,150000,3-Y-O,F,SWP,RED ROSES STAKES
3/11/2011,297,3,NSW,HAWKESBURY RC,HAWK,HAWKESBURY GOLD CUP,1600,125000,3YO&Up,O,Hcp,HAWKESBURY GOLD CUP
3/11/2011,252,4,VIC,VRC,FLEM,BATMAN HANDICAP,1800,150000,3-Y-O,O,Hcp,BATMAN HANDICAP
3/11/2011,172,4,VIC,VRC,FLEM,CENTURY STAKES,1100,150000,O,O,Hcp,CENTURY STAKES
3/11/2011,19,1,VIC,VRC,FLEM,CROWN OAKS,2500,1000000,3-Y-O,F,SW,VRC OAKS
5/11/2011,639,2,VIC,VRC,FLEM,MATRIARCH STAKES,2000,300000,4YO&Up,M,SWP,MATRIARCH STAKES
5/11/2011,522,4,VIC,VRC,FLEM,HILTON HOTELS STAKES,1400,150000,3-Y-O,O,Hcp,VRC SPRINGTIME STAKES
5/11/2011,413,3,VIC,VRC,FLEM,QUEEN ELIZABETH STAKES,2600,250000,O,O,Qlty,VRC QUEEN ELIZABETH STAKES
5/11/2011,345,3,VIC,VRC,FLEM,MARIBYRNONG PLATE,1000,150000,2-Y-O,O,SW,MARIBYRNONG PLATE
5/11/2011,328,2,WA,WATC,ASCT,LEE STEERE STAKES,1400,200000,3YO&Up,O,WFA,LEE STEERE STKS
5/11/2011,271,1,VIC,VRC,FLEM,PATINACK FARM CLASSIC,1200,1000000,O,O,WFA,VICTORIA RACING CLUB STKS
5/11/2011,256,4,WA,WATC,ASCT,FAIRETHA STAKES,1400,80000,3-Y-O,C&G,SWP,FAIRETHA STKS
5/11/2011,114,4,WA,WATC,ASCT,ASCOT GOLD CUP,1800,80000,3YO&Up,O,Qlty,ASCOT GOLD CUP
5/11/2011,106,1,VIC,VRC,FLEM,EMIRATES STAKES,1600,1000000,O,O,Qlty,CANTALA STAKES
12/11/2011,666,4,VIC,MRC,SAND,KEVIN HEFFERNAN STAKES,1300,100000,O,O,WFA,KEVIN HEFFERNAN STAKES
12/11/2011,637,4,VIC,MRC,SAND,SUMMONED STAKES,1500,100000,4YO&Up,M,SWP,SUMMONED STAKES
12/11/2011,535,3,WA,WATC,ASCT,R.J. PETERS STAKES,1500,125000,3YO&Up,O,Hcp,R J PETERS STKS
12/11/2011,450,2,VIC,MRC,SAND,BETFAIR SANDOWN GUINEAS,1600,350000,3-Y-O,O,SW,SANDOWN GUINEAS
12/11/2011,449,2,VIC,MRC,SAND,ZIPPING CLASSIC,2400,350000,O,O,WFA,SANDOWN CLASSIC
12/11/2011,356,4,VIC,MRC,SAND,MERSON COOPER STAKES,1000,100000,2-Y-O,O,SW,MERSON COOPER STAKES
12/11/2011,355,4,VIC,MRC,SAND,TWILIGHT GLOW STAKES,1400,100000,3-Y-O,F,SWP,TWILIGHT GLOW STAKES
12/11/2011,243,3,VIC,MRC,SAND,ECLIPSE STAKES,1800,125000,O,O,Qlty,ECLIPSE STAKES
12/11/2011,208,3,VIC,MRC,SAND,RACE-TECH STAKES,1500,125000,O,O,Qlty,SANDOWN STAKES
12/11/2011,188,3,WA,WATC,ASCT,W.A. CHAMPION FILLIES ST,1600,200000,3-Y-O,F,SW,CHAMPION FILLIES
19/11/2011,698,4,WA,WATC,ASCT,JUNGLE MIST CLASSIC,1200,80000,3YO&Up,F&M,Qlty,JUNGLE MIST CLASSIC
19/11/2011,549,1,WA,WATC,ASCT,WINTERBOTTOM STAKES,1200,500000,3YO&Up,O,WFA,WINTERBOTTOM STKS
19/11/2011,528,2,WA,WATC,ASCT,W.A. GUINEAS,1600,350000,3-Y-O,O,SW,WA GUINEAS
19/11/2011,504,4,WA,WATC,ASCT,TATTERSALL'S CUP,2100,80000,3YO&Up,O,Qlty,WATC TATTERSALL'S CUP
19/11/2011,242,4,WA,WATC,ASCT,CARBINE OF WA STAKES,1400,80000,3YO&Up,O,Qlty,EASTER STKS
19/11/2011,155,4,QLD,BRC,E FM,BRISBANE HANDICAP,1600,80000,O,O,Hcp,BRISBANE HANDICAP
19/11/2011,43,1,WA,WATC,ASCT,RAILWAY STAKES,1600,1000000,3YO&Up,O,Qlty,RAILWAY STKS
20/11/2011,128,4,VIC,BALLARAT TC,BRAT,BALLARAT CUP,2200,130000,O,O,Hcp,BALLARAT CUP
24/11/2011,579,4,TAS,TTC,LAUN,TASMANIAN NEWMARKET HCP,1200,90000,O,O,Qlty,TTC NEWMARKET HANDICAP
