MeetDate,G ID,Grp,State,Club,Venue,Current Race Name,Dist,Prize$$,Age,Sex,Cond,Registered Race Name
04-Oct-14,407,2,NSW,ATC,RAND,PREMIERE STAKES,1200,200000,3YO&Up,O,WFA,PREMIERE STAKES
04-Oct-14,216,3,NSW,ATC,RAND,CRAVEN PLATE,2000,125000,O,O,WFA,CRAVEN PLATE
04-Oct-14,153,4,NSW,ATC,RAND,BREEDERS' PLATE,1000,100000,2-Y-O,C&G,SW,BREEDERS PLATE
04-Oct-14,570,4,NSW,ATC,RAND,DULCIFY 3YO QUALITY HCP,1600,100000,3-Y-O,O,Qlty,DULCIFY QUALITY HCP
04-Oct-14,279,4,NSW,ATC,RAND,GIMCRACK STAKES,1000,100000,2-Y-O,F,SW,AJC GIMCRACK STKS
04-Oct-14,519,1,VIC,VRC,FLEM,TURNBULL STAKES,2000,500000,4YO&Up,O,SWP,TURNBULL STAKES
04-Oct-14,244,2,VIC,VRC,FLEM,EDWARD MANIFOLD STAKES,1600,200000,3-Y-O,F,SW,EDWARD MANIFOLD STAKES
04-Oct-14,442,2,VIC,VRC,FLEM,GILGAI STAKES,1200,200000,O,O,SWP,BAGUETTE STAKES
04-Oct-14,590,2,VIC,VRC,FLEM,ROSE OF KINGSTON STAKES,1400,200000,4YO&Up,M,SWP,ROSE OF KINGSTON STAKES
04-Oct-14,713,3,VIC,VRC,FLEM,THE BART CUMMINGS,2500,150000,O,O,Qlty,THE BART CUMMINGS
04-Oct-14,346,4,VIC,VRC,FLEM,MARIBYRNONG TRIAL STAKES,1000,120000,2-Y-O,O,SW,MARIBYRNONG TRIAL STAKES
04-Oct-14,638,4,VIC,VRC,FLEM,PARIS LANE STAKES,1400,120000,4YO&Up,O,Hcp,PARIS LANE STAKES
04-Oct-14,205,4,VIC,VRC,FLEM,POSEIDON STAKES,1400,120000,3-Y-O,O,SWP,POSEIDON STAKES
04-Oct-14,712,4,VIC,VRC,FLEM,SUPER IMPOSE PLATE,1800,120000,3-Y-O,O,SWP,SUPER IMPOSE PLATE
04-Oct-14,144,4,WA,WATC,BLMT,BIRTHDAY STAKES,1200,100000,3YO&Up,O,Qlty,BIRTHDAY STKS
11-Oct-14,23,1,NSW,ATC,RAND,SPRING CHAMPION STAKES,2000,400000,3-Y-O,O,SW,SPRING CHAMPION STAKES
11-Oct-14,618,3,NSW,ATC,RAND,ANGST STAKES,1600,125000,4YO&Up,M,SWP,ANGST QUALITY HCP
11-Oct-14,309,4,SA,SAJC,MORP,HILL SMITH STAKES,1800,80000,3-Y-O,O,SW,HILL SMITH STAKES
11-Oct-14,181,1,VIC,MRC,CAUL,CAULFIELD STAKES,2000,400000,3YO&Up,O,WFA,CAULFIELD STAKES
11-Oct-14,245,1,VIC,MRC,CAUL,TOORAK HANDICAP,1600,400000,O,O,Hcp,TOORAK HANDICAP
11-Oct-14,510,1,VIC,MRC,CAUL,THOUSAND GUINEAS,1600,500000,3-Y-O,F,SW,THE THOUSAND GUINEAS
11-Oct-14,11,1,VIC,MRC,CAUL,BECK CAULFIELD GUINEAS,1600,1000000,3-Y-O,O,SW,CAULFIELD GUINEAS
11-Oct-14,305,2,VIC,MRC,CAUL,HERBERT POWER STAKES,2400,200000,O,O,Qlty,HERBERT POWER STAKES
11-Oct-14,196,2,VIC,MRC,CAUL,SCHILLACI STAKES,1000,200000,3YO&Up,O,WFA,SCHILLACI STAKES
11-Oct-14,695,3,VIC,MRC,CAUL,NORTHWOOD PLUME STAKES,1200,150000,4YO&Up,M,SWP,NORTHWOOD PLUME STAKES
11-Oct-14,509,3,VIC,MRC,CAUL,THOROUGHBRED CLUB STAKES,1200,150000,3-Y-O,F,SWP,THOROUGHBRED CLUB STAKES
11-Oct-14,227,4,VIC,MRC,CAUL,DEBUTANT STAKES,1000,120000,2-Y-O,O,SW,DEBUTANT STAKES
11-Oct-14,935,4,VIC,MRC,CAUL,WEEKEND HUSSLER STAKES,1400,120000,O,O,HCP,WEEKEND HUSSLER STAKES
12-Oct-14,215,4,VIC,CRANBOURNE TC,CRAN,CRANBOURNE CUP,2025,200000,O,O,Hcp,CRANBOURNE CUP
15-Oct-14,338,4,SA,MURR BDGE RC,MBRID,MURRAY BRIDGE GOLD CUP,1600,80000,O,O,Qlty,LORD MAYORS MILE
15-Oct-14,710,3,VIC,MRC,CAUL,LADIES DAY VASE,1600,150000,4YO&Up,M,SWP,LADIES DAY VASE
15-Oct-14,936,4,VIC,MRC,CAUL,HEADING OUT HAIR AND BEAUTY STAKES,1200,120000,O,O,HCP,TBA
15-Oct-14,979,4,VIC,MRC,CAUL,BLUE SAPPHIRE,1200,250000,3-Y-O,O,SW,BLUE SAPPHIRE
18-Oct-14,617,3,NSW,CITY TATTS,RAND,THE NIVISON,1200,125000,4YO&Up,M,SWP,THE NIVISON
18-Oct-14,462,4,NSW,CITY TATTS,RAND,BRIAN CROWLEY STAKES,1200,100000,3-Y-O,O,SWP,BRIAN CROWLEY STAKES
18-Oct-14,202,4,NSW,CITY TATTS,RAND,CITY TATT'S CLUB CUP,2400,100000,3YO&Up,O,Hcp,CITY TATT'S CLUB CUP
18-Oct-14,203,4,NSW,CITY TATTS,RAND,CITY TATTS LIGHTNING HCP,1100,100000,3YO&Up,O,Hcp,CITY TATT'S LIGHTNING
18-Oct-14,372,4,SA,SAJC,MORP,DURBRIDGE STAKES,1200,80000,O,O,WFA,DURBRIDGE STAKES
18-Oct-14,4,1,VIC,MRC,CAUL,CAULFIELD CUP,2400,3000000,O,O,Hcp,CAULFIELD CUP
18-Oct-14,378,2,VIC,MRC,CAUL,CAULFIELD SPRINT,1100,200000,O,O,Hcp,CAULFIELD SPRINT
18-Oct-14,561,2,VIC,MRC,CAUL,HARROLDS TRISTARC STAKES,1400,200000,4YO&Up,M,SWP,TRISTARC STAKES
18-Oct-14,581,3,VIC,MRC,CAUL,BETFAIR STAKES,1400,150000,4YO&Up,O,Hcp,MOONGA STAKES
18-Oct-14,211,3,VIC,MRC,CAUL,DAVID JONES CUP,2000,150000,O,O,Hcp,COONGY HANDICAP
18-Oct-14,384,3,VIC,MRC,CAUL,CAULFIELD CLASSIC,2000,750000,3-Y-O,O,SW,NORMAN ROBINSON STAKES
18-Oct-14,937,4,VIC,MRC,CAUL,ALINGHI STAKES,1100,120000,3YO&Up,F&M,SWP,ALINGHI STAKES
18-Oct-14,728,4,VIC,MRC,CAUL,ETHEREAL STAKES,2000,120000,3-Y-O,F,SWP,ETHEREAL STAKES
18-Oct-14,354,4,VIC,MRC,CAUL,GOTHIC STAKES,1400,120000,3-Y-O,C&G,SWP,GOTHIC STAKES
18-Oct-14,108,3,WA,WATC,ASCT,NORTHERLY STAKES,1400,150000,3YO&Up,O,Hcp,NORTHERLY STKS
18-Oct-14,133,4,WA,WATC,ASCT,BELGRAVIA STAKES,1200,100000,3-Y-O,O,SWP,BELGRAVIA STKS
19-Oct-14,594,4,VIC,SEYMOUR RC,SEYM,SEYMOUR CUP,1600,150000,O,O,Hcp,SEYMOUR CUP
22-Oct-14,275,3,VIC,GEELONG RC,GEEL,GEELONG CUP,2400,300000,O,O,Hcp,GEELONG CUP
22-Oct-14,231,4,VIC,GEELONG RC,GEEL,GEELONG CLASSIC,2200,120000,3-Y-O,O,SWP,DERBY TRIAL STAKES
22-Oct-14,974,4,VIC,GEELONG RC,GEEL,THE BLACK PEARL,1200,120000,3YO&Up,F&M,Hcp,THE BLACK PEARL
24-Oct-14,343,1,VIC,MVRC,M V,MANIKATO STAKES,1200,1000000,3YO&Up,O,WFA,MANIKATO STAKES
24-Oct-14,586,4,VIC,MVRC,M V,WILLIAM CROCKETT STAKES,1200,120000,3-Y-O,F,SWP,WILLIAM CROCKET STAKES
25-Oct-14,2,1,VIC,MVRC,M V,COX PLATE,2040,3000000,3YO&Up,O,WFA,W S COX PLATE
25-Oct-14,536,2,VIC,MVRC,M V,CRYSTAL MILE,1600,200000,3YO&Up,O,WFA,CRYSTAL MILE
25-Oct-14,648,2,VIC,MVRC,M V,MOONEE VALLEY FILLIES CLASSIC,1600,200000,3-Y-O,F,SW,MOONEE VALLEY FILLIES CLASSIC
25-Oct-14,304,2,VIC,MVRC,M V,MOONEE VALLEY VASE,2040,200000,3-Y-O,O,SW,MOONEE VALLEY VASE
25-Oct-14,368,2,VIC,MVRC,M V,MOONEE VALLEY GOLD CUP,2500,250000,4YO&Up,O,SWP,MOONEE VALLEY GOLD CUP
25-Oct-14,425,3,VIC,MVRC,M V,RED ANCHOR STAKES,1200,150000,3-Y-O,O,SWP,RED ANCHOR STAKES
25-Oct-14,587,3,VIC,MVRC,M V,TESIO STAKES,1600,150000,4YO&Up,M,Hcp,TESIO STAKES
25-Oct-14,409,3,WA,WATC,ASCT,PRINCE OF WALES STAKES,1200,150000,3YO&Up,O,WFA,PRINCE OF WALES STKS
26-Oct-14,758,4,VIC,SALE TC,SALE,SALE CUP,1600,150000,3YO&Up,O,Hcp,SALE CUP
26-Oct-14,733,4,WA,NORTHAM RC,NTHM,NORTHAM CUP,1600,120000,3YO&Up,O,Qlty,NORTHAM CUP
29-Oct-14,141,4,VIC,BJC,BEND,BENDIGO CUP,2400,240000,3YO&Up,O,Hcp,BENDIGO CUP
01-Nov-14,117,1,VIC,VRC,FLEM,COOLMORE STUD STAKES,1200,500000,3-Y-O,O,SW,ASCOT VALE STAKES
01-Nov-14,560,1,VIC,VRC,FLEM,MYER CLASSIC,1600,500000,3YO&Up,F&M,WFA,EMPIRE ROSE STAKES
01-Nov-14,341,1,VIC,VRC,FLEM,MACKINNON STAKES,2000,1000000,3YO&Up,O,WFA,LKS MACKINNON STAKES
01-Nov-14,6,1,VIC,VRC,FLEM,VICTORIA DERBY,2500,1500000,3-Y-O,O,SW,VICTORIA DERBY
01-Nov-14,334,2,VIC,VRC,FLEM,SEPPELT SALINGER STAKES,1200,300000,3YO&Up,O,HCP,LINLITHGOW STAKES
01-Nov-14,531,2,VIC,VRC,FLEM,WAKEFUL STAKES,2000,300000,3-Y-O,F,SWP,WAKEFUL STAKES
01-Nov-14,168,3,VIC,VRC,FLEM,CARBINE CLUB STAKES,1600,250000,3-Y-O,O,SWP,VRC CARBINE CLUB STAKES
01-Nov-14,222,3,VIC,VRC,FLEM,LEXUS STAKES,2500,250000,3YO&Up,O,Qlty,HOTHAM HANDICAP
01-Nov-14,290,3,VIC,VRC,FLEM,YALLAMBEE STUD STAKES,1400,250000,3YO&Up,O,Hcp,CHATHAM STAKES
01-Nov-14,135,3,WA,WATC,ASCT,ASIAN BEAU STAKES,1400,150000,3YO&Up,O,Hcp,ASIAN BEAU STKS
01-Nov-14,158,4,WA,WATC,ASCT,BURGESS QUEEN STAKES,1400,100000,3-Y-O,F,SWP,BURGESS QUEEN STKS
04-Nov-14,1,1,VIC,VRC,FLEM,EMIRATES MELBOURNE CUP,3200,6000000,3YO&Up,O,Hcp,MELBOURNE CUP
04-Nov-14,159,3,VIC,VRC,FLEM,OTTAWA STAKES,1000,150000,2-Y-O,F,SW,OTTAWA STAKES
04-Nov-14,696,3,VIC,VRC,FLEM,MAYBE MAHAL STAKES,1400,200000,4YO&Up,M,SWP,MAYBE MAHAL STAKES
04-Nov-14,491,4,VIC,VRC,FLEM,DESIRABLE STAKES,1400,150000,3-Y-O,F,SWP,DESIRABLE STAKES
04-Nov-14,293,4,VIC,VRC,FLEM,MELBOURNE CUP DAY PLATE,1800,150000,3YO&Up,O,Hcp,MELBOURNE CUP DAY PLATE
04-Nov-14,745,4,VIC,VRC,FLEM,MSS SECURITY SPRINT,1200,150000,O,O,Hcp,ALWAYS WELCOME STAKES
04-Nov-14,210,3,WA,WATC,ASCT,COLONEL REEVES STAKES,1100,150000,3YO&Up,O,Qlty,COLONEL REEVES
06-Nov-14,673,4,NSW,HAWKESBURY RC,HAWK,SKIN FITNESS CUP,1400,100000,O,O,Hcp,SAFILO CUP
06-Nov-14,19,1,VIC,VRC,FLEM,CROWN OAKS,2500,1000000,3-Y-O,F,SW,VRC OAKS
06-Nov-14,426,3,VIC,VRC,FLEM,RED ROSES STAKES,1200,150000,3-Y-O,F,SWP,RED ROSES STAKES
06-Nov-14,722,3,VIC,VRC,FLEM,BEGONIA BELLE STAKES,1100,200000,O,M,SWP,BEGONIA BELLE STAKES
06-Nov-14,252,4,VIC,VRC,FLEM,BATMAN HANDICAP,1800,150000,3-Y-O,O,Hcp,BATMAN HANDICAP
06-Nov-14,172,4,VIC,VRC,FLEM,CENTURY STAKES,1000,150000,O,O,Hcp,CENTURY STAKES
08-Nov-14,106,1,VIC,VRC,FLEM,EMIRATES STAKES,1600,1000000,O,O,Qlty,CANTALA STAKES
08-Nov-14,271,1,VIC,VRC,FLEM,VRC SPRINT CLASSIC,1200,1000000,O,O,WFA,VICTORIA RACING CLUB STKS
08-Nov-14,639,2,VIC,VRC,FLEM,MATRIARCH STAKES,2000,300000,4YO&Up,M,SWP,MATRIARCH STAKES
08-Nov-14,345,3,VIC,VRC,FLEM,MARIBYRNONG PLATE,1000,150000,2-Y-O,O,SW,MARIBYRNONG PLATE
08-Nov-14,413,3,VIC,VRC,FLEM,QUEEN ELIZABETH STAKES,2600,250000,O,O,Qlty,VRC QUEEN ELIZABETH STAKES
08-Nov-14,522,4,VIC,VRC,FLEM,HILTON HOTELS STAKES,1400,150000,3-Y-O,O,Hcp,VRC SPRINGTIME STAKES
08-Nov-14,328,2,WA,WATC,ASCT,LEE STEERE STAKES,1400,250000,3YO&Up,O,WFA,LEE STEERE STKS
08-Nov-14,114,4,WA,WATC,ASCT,ASCOT GOLD CUP,1800,100000,3YO&Up,O,Qlty,ASCOT GOLD CUP
08-Nov-14,256,4,WA,WATC,ASCT,FAIRETHA STAKES,1400,100000,3-Y-O,C&G,SWP,FAIRETHA STKS
15-Nov-14,450,2,VIC,MRC,SAND,SANDOWN GUINEAS,1600,300000,3-Y-O,O,SW,SANDOWN GUINEAS
15-Nov-14,449,2,VIC,MRC,SAND,ZIPPING CLASSIC,2400,350000,O,O,WFA,SANDOWN CLASSIC
15-Nov-14,243,3,VIC,MRC,SAND,ECLIPSE STAKES,1800,150000,O,O,Qlty,ECLIPSE STAKES
15-Nov-14,666,3,VIC,MRC,SAND,KEVIN HEFFERNAN STAKES,1300,150000,O,O,WFA,KEVIN HEFFERNAN STAKES
15-Nov-14,208,3,VIC,MRC,SAND,RACE-TECH STAKES,1500,150000,O,O,Qlty,SANDOWN STAKES
15-Nov-14,637,3,VIC,MRC,SAND,SUMMONED STAKES,1500,150000,4YO&Up,M,SWP,SUMMONED STAKES
15-Nov-14,356,4,VIC,MRC,SAND,MERSON COOPER STAKES,1000,120000,2-Y-O,O,SW,MERSON COOPER STAKES
15-Nov-14,355,4,VIC,MRC,SAND,TWILIGHT GLOW STAKES,1400,120000,3-Y-O,F,SWP,TWILIGHT GLOW STAKES
15-Nov-14,768,4,VIC,MRC,SAND,SPORTINGBET SANDOWN CUP,3200,150000,O,O,Hcp,SANDOWN CUP
15-Nov-14,535,3,WA,WATC,ASCT,R.J. PETERS STAKES,1500,150000,3YO&Up,O,Hcp,R J PETERS STKS
15-Nov-14,188,3,WA,WATC,ASCT,W.A. CHAMPION FILLIES ST,1600,200000,3-Y-O,F,SW,CHAMPION FILLIES
